Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	HA	AccumulativeHeading(Y)	Speed	Dynamic
1.78096e-005	56149.5	1	0	1	3	3	1	2	2.8125	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.355159	2.81578	2	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.409401	18.4357	3	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.425665	61.4875	4	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.442663	58.8298	5	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.459651	58.8643	6	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.475642	62.5356	7	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.492693	58.6496	8	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.508659	62.6325	9	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.525659	58.8214	10	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.542652	58.8486	11	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.559654	58.8162	12	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.575669	62.4436	13	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.592655	58.8705	14	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.609669	58.7765	15	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.626724	58.634	16	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.643678	58.9806	17	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.660787	58.4509	18	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.67669	62.881	19	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.693683	58.8475	20	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.710692	58.7922	21	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.727698	58.8026	22	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.744695	58.8329	23	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.761713	58.7609	24	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.7787	58.8716	25	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.795704	58.8089	26	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.812703	58.8277	27	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.829729	58.7328	28	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.846687	58.9701	29	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.863725	58.6901	30	0	1	3	3	1	2	2.81248	-1.58704e-003	10.8255	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
