Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	CustomDither	DAngle	swAngle	swNoDead	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	radius	radiusR	radiusL	Dynamic	USRHIT	SCORE	STEERING	TurningRadius	TX	TY	TZ	toOBS	
7.23493	58.714	421	0	(0)2	(0)2	(0)2	(0)1	(0)2	-1.45122	-1.45122	23.4741	-28.829	-28.829	-1.45122	3.98524	0.	-0.398334	0.91724	0.	-0.398334	0.91724	0.	8.40846	4.44235	23.4741	5.	4.68828	-1.	-1.	-1.	1	-1	0.	117.8829	-16.3018	-3.86248	0.	12.5763,-20.9148,	
7.25187	59.0321	422	0	(0)2	(0)2	(0)2	(0)1	(0)2	-1.46163	-1.46163	23.5517	-29.5322	-29.5322	-1.46163	4.00482	0.	-0.399577	0.9167	0.	-0.399577	0.9167	0.	8.61354	4.58233	23.5517	5.	4.71333	-1.	-1.	-1.	1	-1	0.	117.4602	-15.9098	-3.69224	0.	12.5541,-20.893,	
7.26895	58.5377	423	0	(0)2	(0)2	(0)2	(0)1	(0)2	-1.47204	-1.47204	23.6308	-30.2353	-30.2353	-1.47204	4.02423	0.	-0.400841	0.916148	0.	-0.400841	0.916148	0.	8.81863	4.62624	23.6308	5.	4.64037	-1.	-1.	-1.	1	-1	0.	117.0573	-15.5361	-3.52934	0.	12.5321,-20.8715,	
7.2859	59.0174	424	0	(0)2	(0)2	(0)2	(0)1	(0)2	-1.48256	-1.48256	23.7105	-30.2353	-30.2353	-1.48256	4.04379	0.	-0.402115	0.915589	0.	-0.402115	0.915589	0.	8.81863	4.70354	23.7105	5.	4.71791	-1.	-1.	-1.	1	-1	0.	117.0573	-15.5361	-3.52934	0.	12.5099,-20.8497,	
7.30296	58.6081	425	0	(0)2	(0)2	(0)2	(0)1	(0)2	-1.49302	-1.49302	23.7895	-30.2353	-30.2353	-1.49302	4.06317	0.	-0.403378	0.915034	0.	-0.403378	0.915034	0.	8.81863	4.63296	23.7895	5.	4.64711	-1.	-1.	-1.	1	-1	0.	117.0573	-15.5361	-3.52934	0.	12.4879,-20.8281,	
7.31887	62.8319	426	0	(0)2	(0)2	(0)2	(0)1	(0)2	-1.50358	-1.50358	23.8691	-30.2353	-30.2353	-1.50358	4.08267	0.	-0.404649	0.914472	0.	-0.404649	0.914472	0.	8.81863	5.00154	23.8691	5.	5.01682	-1.	-1.	-1.	1	-1	0.	117.0573	-15.5361	-3.52934	0.	12.4658,-20.8064,	
7.33596	58.5356	427	0	(0)2	(0)2	(0)2	(0)1	(0)2	-1.51346	-1.51346	23.9434	-30.2353	-30.2353	-1.51346	4.10085	0.	-0.405833	0.913947	0.	-0.405833	0.913947	0.	8.81863	4.34631	23.9434	5.	4.35959	-1.	-1.	-1.	1	-1	0.	117.0573	-15.5361	-3.52934	0.	12.4451,-20.7862,	
7.35288	59.0995	428	0	(0)2	(0)2	(0)2	(0)1	(0)2	-1.52408	-1.52408	24.0231	-30.2353	-30.2353	-1.52408	4.12035	0.	-0.407104	0.913382	0.	-0.407104	0.913382	0.	8.81863	4.71025	24.0231	5.	4.72464	-1.	-1.	-1.	1	-1	0.	117.0573	-15.5361	-3.52934	0.	12.4229,-20.7644,	
7.36994	58.6288	429	0	(0)2	(0)2	(0)2	(0)1	(0)2	-1.53464	-1.53464	24.102	-30.2353	-30.2353	-1.53464	4.13965	0.	-0.408362	0.91282	0.	-0.408362	0.91282	0.	8.81863	4.62816	24.102	5.	4.6423	-1.	-1.	-1.	1	-1	0.	117.0573	-15.5361	-3.52934	0.	12.4009,-20.7429,	
7.38687	59.0415	430	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.5453	-1.5453	24.1816	-30.2353	-30.2353	-1.5453	4.15908	0.	-0.40963	0.912252	0.	-0.40963	0.912252	0.	8.81863	4.69815	24.1816	5.	4.71251	-1.	-1.	-1.	1	-1	0.	117.0573	-15.5361	-3.52934	0.	12.3788,-20.7213,	
7.40295	62.181	431	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.55592	-1.55592	24.2606	-30.2353	-30.2353	-1.55592	4.17837	0.	-0.410887	0.911686	0.	-0.410887	0.911686	0.	8.81863	4.91338	24.2606	5.	4.92839	-1.	-1.	-1.	1	-1	0.	117.0573	-15.5361	-3.52934	0.	12.3568,-20.6997,	
7.41988	59.0816	432	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.56602	-1.56602	24.335	-30.0009	-30.0009	-1.56602	4.19669	0.	-0.412072	0.911151	0.	-0.412072	0.911151	0.	8.75027	4.39868	24.335	5.	4.44897	-1.	-1.	-1.	1	-1	0.	117.1895	-15.658	-3.58431	0.	12.3359,-20.6793,	
7.43592	62.3413	433	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.57666	-1.57666	24.4122	-29.5322	-29.5322	-1.57666	4.21599	0.	-0.413298	0.910596	0.	-0.413298	0.910596	0.	8.61354	4.8091	24.4122	5.	4.94659	-1.	-1.	-1.	1	-1	0.	117.4602	-15.9076	-3.69717	0.	12.3138,-20.6578,	
7.45191	62.5472	434	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.58675	-1.58675	24.4841	-29.0634	-29.0634	-1.58675	4.23431	0.	-0.414441	0.910076	0.	-0.414441	0.910076	0.	8.47682	4.50066	24.4841	5.	4.70901	-1.	-1.	-1.	1	-1	0.	117.7397	-16.1649	-3.81399	0.	12.293,-20.6373,	
7.4689	58.8486	435	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.59682	-1.59682	24.5541	-28.3602	-28.3602	-1.59682	4.2526	0.	-0.415553	0.909569	0.	-0.415553	0.909569	0.	8.27174	4.11918	24.5541	5.	4.42377	-1.	-1.	-1.	1	-1	0.	118.1764	-16.5666	-3.99691	0.	12.2721,-20.6169,	
7.4859	58.8245	436	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.60752	-1.60752	24.6261	-27.4227	-27.4227	-1.60752	4.27211	0.	-0.416695	0.909047	0.	-0.416695	0.909047	0.	7.99829	4.23257	24.6261	5.	4.71089	-1.	-1.	-1.	1	-1	0.	118.7935	-17.1337	-4.25598	0.	12.2499,-20.5952,	
7.50291	58.7901	437	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.61818	-1.61818	24.6926	-25.3133	-25.3133	-1.61818	4.29177	0.	-0.417749	0.908562	0.	-0.417749	0.908562	0.	7.38304	3.90817	24.6926	5.	4.73454	-1.	-1.	-1.	1	-1	0.	120.3499	-18.5613	-4.91037	0.	12.2275,-20.5733,	
7.51886	62.7154	438	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.62882	-1.62882	24.7542	-23.4382	-23.4382	-1.62882	4.31158	0.	-0.418726	0.908113	0.	-0.418726	0.908113	0.	6.83615	3.86408	24.7542	5.	5.0765	-1.	-1.	-1.	1	-1	0.	121.9692	-20.0439	-5.59207	0.	12.205,-20.5513,	
7.53495	62.1506	439	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.63877	-1.63877	24.8079	-21.7975	-21.7975	-1.63877	4.33025	0.	-0.419577	0.90772	0.	-0.419577	0.90772	0.	6.35762	3.33941	24.8079	5.	4.73427	-1.	-1.	-1.	1	-1	0.	123.6152	-21.5486	-6.28588	0.	12.1839,-20.5305,	
7.55093	62.5815	440	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.64876	-1.64876	24.8563	-19.4537	-19.4537	-1.64876	4.34926	0.	-0.420344	0.907365	0.	-0.420344	0.907365	0.	5.674	3.02953	24.8563	5.	4.83664	-1.	-1.	-1.	1	-1	0.	126.4493	-24.1354	-7.48159	0.	12.1625,-20.5095,	
7.56791	58.8632	441	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.65862	-1.65862	24.8986	-17.1099	-17.1099	-1.65862	4.36828	0.	-0.421014	0.907054	0.	-0.421014	0.907054	0.	4.99039	2.48988	24.8986	5.	4.54199	-1.	-1.	-1.	1	-1	0.	130.0614	-27.4271	-9.00647	0.	12.141,-20.4884,	
7.58496	58.6672	442	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.66906	-1.66906	24.9374	-14.7661	-14.7661	-1.66906	4.38868	0.	-0.421628	0.906769	0.	-0.421628	0.906769	0.	4.30677	2.27767	24.9374	5.	4.8378	-1.	-1.	-1.	1	-1	0.	134.8218	-31.7592	-11.0173	0.	12.1182,-20.4659,	
7.60094	62.5874	443	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.67945	-1.67945	24.9696	-12.1879	-12.1879	-1.67945	4.40932	0.	-0.422137	0.906532	0.	-0.422137	0.906532	0.	3.5548	2.0129	24.9696	5.	5.20709	-1.	-1.	-1.	1	-1	0.	142.1753	-38.4427	-14.1249	0.	12.0951,-20.4432,	
7.61791	58.9208	444	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.68913	-1.68913	24.9934	-9.60967	-9.60967	-1.68913	4.42883	0.	-0.422513	0.906357	0.	-0.422513	0.906357	0.	2.80282	1.40088	24.9934	5.	4.61982	-1.	-1.	-1.	1	-1	0.	153.4777	-48.7042	-18.9033	0.	12.0734,-20.4217,	
7.6339	62.5472	445	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.69934	-1.69934	25.0125	-7.26585	-7.26585	-1.69934	4.44971	0.	-0.422816	0.906216	0.	-0.422816	0.906216	0.	2.11921	1.19456	25.0125	5.	5.23421	-1.	-1.	-1.	1	-1	0.	170.7164	-64.3428	-26.1935	0.	12.0502,-20.3988,	
7.65094	58.6839	446	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.70873	-1.70873	25.0125	-5.39079	0.	-1.70873	4.46983	0.	-0.422816	0.906216	0.	-0.422816	0.906216	0.	0.	0.	25.0125	5.	4.69116	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	12.028,-20.3769,	
7.66795	58.7953	447	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.71874	-1.71874	25.0125	-3.51573	0.	-1.71874	4.49128	0.	-0.422816	0.906216	0.	-0.422816	0.906216	0.	0.	0.	25.0125	5.	5.00949	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	12.0044,-20.3535,	
7.68399	62.3084	448	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.72873	-1.72873	25.0125	-1.87506	0.	-1.72873	4.51269	0.	-0.422816	0.906216	0.	-0.422816	0.906216	0.	0.	0.	25.0125	5.	5.29876	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	11.9809,-20.3301,	
7.70096	58.9501	449	0	(0)2	(0)3	(0)2	(0)1	(0)2	-1.73815	-1.73815	25.0125	-0.468764	0.	-1.73815	4.53289	0.	-0.422816	0.906216	0.	-0.422816	0.906216	0.	0.	0.	25.0125	5.	4.73051	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	11.9587,-20.3081,	
7.71797	58.7838	450	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.74811	-1.74811	25.0125	1.17924	0.	-1.74811	4.55424	0.	-0.422816	0.906216	0.	-0.422816	0.906216	0.	0.	0.	25.0125	5.	4.98589	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	11.9352,-20.2848,	
7.73493	58.9596	451	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.7581	-1.7581	25.0125	2.35481	0.	-1.7581	4.57565	0.	-0.422816	0.906216	0.	-0.422816	0.906216	0.	0.	0.	25.0125	5.	5.01495	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	11.9116,-20.2614,	
7.75093	62.4918	452	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.76806	-1.76806	25.0125	3.53404	0.	-1.76806	4.597	0.	-0.422816	0.906216	0.	-0.422816	0.906216	0.	0.	0.	25.0125	5.	5.29954	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	11.8881,-20.2381,	
7.76687	62.726	453	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.77746	-1.77746	25.0125	4.47523	0.	-1.77746	4.61714	0.	-0.422816	0.906216	0.	-0.422816	0.906216	0.	0.	0.	25.0125	5.	5.01874	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	11.866,-20.2162,	
7.78392	58.6839	454	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.78682	-1.78682	25.0125	5.41643	0.	-1.78682	4.6372	0.	-0.422816	0.906216	0.	-0.422816	0.906216	0.	0.	0.	25.0125	5.	4.67779	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	11.8439,-20.1943,	
7.80092	58.8089	455	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.79636	-1.79636	24.9957	6.35762	6.35762	-1.79636	4.65855	0.	-0.42255	0.90634	0.	-0.42255	0.90634	0.	-1.8543	-0.986791	24.9957	5.	4.95019	-1.	-1.	-1.	1	-1	0.	180.8145	71.0979	37.2277	0.	11.8206,-20.1711,	
7.81797	58.6454	456	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.80584	-1.80584	24.9777	6.82638	6.82638	-1.80584	4.67985	0.	-0.422266	0.906472	0.	-0.422266	0.906472	0.	-1.99103	-1.05433	24.9777	5.	4.92135	-1.	-1.	-1.	1	-1	0.	175.267	66.0671	34.8823	0.	11.7974,-20.148,	
7.83394	62.6075	457	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.81529	-1.81529	24.9578	7.53319	7.53319	-1.81529	4.70119	0.	-0.421951	0.906619	0.	-0.421951	0.906619	0.	-2.19718	-1.24551	24.9578	5.	5.26103	-1.	-1.	-1.	1	-1	0.	168.208	59.6641	31.8995	0.	11.7742,-20.1249,	
7.85089	59.0016	458	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.8241	-1.8241	24.938	8.00195	8.00195	-1.8241	4.72118	0.	-0.421638	0.906764	0.	-0.421638	0.906764	0.	-2.3339	-1.16787	24.938	5.	4.63986	-1.	-1.	-1.	1	-1	0.	164.2143	56.0405	30.2131	0.	11.7524,-20.1032,	
7.86848	56.8589	459	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.83341	-1.83341	24.9158	8.47438	8.47438	-1.83341	4.74238	0.	-0.421286	0.906928	0.	-0.421286	0.906928	0.	-2.47169	-1.26471	24.9158	5.	4.74009	-1.	-1.	-1.	1	-1	0.	160.6365	52.7935	28.7032	0.	11.7294,-20.0802,	
7.88592	57.347	460	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.843	-1.843	24.8908	9.18119	9.18119	-1.843	4.76438	0.	-0.42089	0.907112	0.	-0.42089	0.907112	0.	-2.67785	-1.43396	24.8908	5.	4.9538	-1.	-1.	-1.	1	-1	0.	155.9715	48.5583	26.7359	0.	11.7055,-20.0564,	
7.90296	58.6745	461	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.85243	-1.85243	24.8634	10.1224	10.1224	-1.85243	4.78617	0.	-0.420457	0.907312	0.	-0.420457	0.907312	0.	-2.95236	-1.60366	24.8634	5.	5.01558	-1.	-1.	-1.	1	-1	0.	150.7712	43.8354	24.5445	0.	11.6819,-20.0329,	
7.91991	59.0089	462	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.86159	-1.86159	24.8349	10.8255	10.8255	-1.86159	4.80746	0.	-0.420005	0.907522	0.	-0.420005	0.907522	0.	-3.15744	-1.6857	24.8349	5.	4.92285	-1.	-1.	-1.	1	-1	0.	147.4765	40.8418	23.1573	0.	11.6589,-20.0099,	
7.93695	58.6704	463	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.87063	-1.87063	24.8046	11.5323	11.5323	-1.87063	4.82862	0.	-0.419525	0.907744	0.	-0.419525	0.907744	0.	-3.3636	-1.77522	24.8046	5.	4.85966	-1.	-1.	-1.	1	-1	0.	144.5697	38.1996	21.9344	0.	11.636,-19.987,	
7.95287	62.8284	464	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.87965	-1.87965	24.7723	12.2391	12.2391	-1.87965	4.84989	0.	-0.419014	0.90798	0.	-0.419014	0.90798	0.	-3.56975	-2.02904	24.7723	5.	5.22629	-1.	-1.	-1.	1	-1	0.	141.9989	35.8616	20.8539	0.	11.6131,-19.9641,	
7.96989	58.7557	465	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.888	-1.888	24.7399	13.1803	13.1803	-1.888	4.86974	0.	-0.418499	0.908217	0.	-0.418499	0.908217	0.	-3.84426	-1.908	24.7399	5.	4.5549	-1.	-1.	-1.	1	-1	0.	139.0038	33.1365	19.5963	0.	11.5917,-19.9427,	
7.98687	58.8789	466	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.89689	-1.89689	24.7039	13.6491	13.6491	-1.89689	4.89096	0.	-0.417929	0.90848	0.	-0.417929	0.90848	0.	-3.98099	-2.11713	24.7039	5.	4.87593	-1.	-1.	-1.	1	-1	0.	137.6663	31.9189	19.0353	0.	11.5688,-19.9199,	
8.00391	58.6797	467	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.90567	-1.90567	24.6655	14.5903	14.5903	-1.90567	4.91211	0.	-0.417321	0.908759	0.	-0.417321	0.908759	0.	-4.2555	-2.25048	24.6655	5.	4.83939	-1.	-1.	-1.	1	-1	0.	135.2406	29.7095	18.0189	0.	11.5461,-19.8971,	
8.02091	58.8381	468	0	(0)2	(0)3	(0)2	(0)2	(0)2	-1.91443	-1.91443	24.6258	15.0627	15.0627	-1.91443	4.93334	0.	-0.41669	0.909048	0.	-0.41669	0.909048	0.	-4.39329	-2.33739	24.6258	5.	4.86391	-1.	-1.	-1.	1	-1	0.	134.1374	28.7041	17.5572	0.	11.5233,-19.8743,	
8.03788	58.9281	469	0	(0)2	(0)3	(0)3	(0)2	(0)2	-1.92311	-1.92311	24.585	15.5315	15.5315	-1.92311	4.95451	0.	-0.416042	0.909345	0.	-0.416042	0.909345	0.	-4.53001	-2.40717	24.585	5.	4.85324	-1.	-1.	-1.	1	-1	0.	133.1091	27.7665	17.1274	0.	11.5006,-19.8515,	
8.0539	62.42	470	0	(0)2	(0)3	(0)3	(0)2	(0)2	-1.93174	-1.93174	24.5429	16.0039	16.0039	-1.93174	4.97563	0.	-0.415375	0.90965	0.	-0.415375	0.90965	0.	-4.66781	-2.62319	24.5429	5.	5.12763	-1.	-1.	-1.	1	-1	0.	132.1338	26.8767	16.7203	0.	11.478,-19.8288,	
8.0699	62.5106	471	0	(0)2	(0)3	(0)3	(0)2	(0)2	-1.93985	-1.93985	24.5027	16.2383	16.2383	-1.93985	4.99558	0.	-0.414736	0.909942	0.	-0.414736	0.909942	0.	-4.73617	-2.51628	24.5027	5.	4.8453	-1.	-1.	-1.	1	-1	0.	131.671	26.4543	16.5275	0.	11.4566,-19.8074,	
8.08599	62.1483	472	0	(0)2	(0)3	(0)3	(0)2	(0)2	-1.94793	-1.94793	24.4625	16.2383	16.2383	-1.94793	5.0155	0.	-0.414098	0.910233	0.	-0.414098	0.910233	0.	-4.73617	-2.49806	24.4625	5.	4.81023	-1.	-1.	-1.	1	-1	0.	131.671	26.4543	16.5275	0.	11.4353,-19.786,	
8.10288	59.1882	473	0	(0)2	(0)3	(0)3	(0)2	(0)2	-1.95604	-1.95604	24.4221	16.2383	16.2383	-1.95604	5.03554	0.	-0.413455	0.910524	0.	-0.413455	0.910524	0.	-4.73617	-2.39295	24.4221	5.	4.60783	-1.	-1.	-1.	1	-1	0.	131.671	26.4543	16.5275	0.	11.4138,-19.7645,	
8.1199	58.7494	474	0	(0)2	(0)3	(0)3	(0)2	(0)2	-1.96455	-1.96455	24.3796	16.2383	16.2383	-1.96455	5.0566	0.	-0.41278	0.910831	0.	-0.41278	0.910831	0.	-4.73617	-2.494	24.3796	5.	4.80241	-1.	-1.	-1.	1	-1	0.	131.671	26.4543	16.5275	0.	11.3913,-19.7419,	
8.13746	56.9478	475	0	(0)2	(0)3	(0)3	(0)2	(0)2	-1.97311	-1.97311	24.3368	16.2383	16.2383	-1.97311	5.07781	0.	-0.4121	0.911138	0.	-0.4121	0.911138	0.	-4.73617	-2.43558	24.3368	5.	4.6899	-1.	-1.	-1.	1	-1	0.	131.671	26.4543	16.5275	0.	11.3687,-19.7192,	
8.15488	57.4057	476	0	(0)2	(0)3	(0)3	(0)2	(0)2	-1.98191	-1.98191	24.2927	16.2383	16.2383	-1.98191	5.09971	0.	-0.411399	0.911456	0.	-0.411399	0.911456	0.	-4.73617	-2.53283	24.2927	5.	4.87717	-1.	-1.	-1.	1	-1	0.	131.671	26.4543	16.5275	0.	11.3453,-19.6957,	
8.17193	58.6548	477	0	(0)2	(0)3	(0)3	(0)2	(0)2	-1.99064	-1.99064	24.249	16.2383	16.2383	-1.99064	5.12144	0.	-0.410702	0.91177	0.	-0.410702	0.91177	0.	-4.73617	-2.5673	24.249	5.	4.94355	-1.	-1.	-1.	1	-1	0.	131.671	26.4543	16.5275	0.	11.3221,-19.6724,	
8.18788	62.7071	478	0	(0)2	(0)3	(0)3	(0)2	(0)2	-1.99916	-1.99916	24.2061	16.2383	16.2383	-1.99916	5.14271	0.	-0.41002	0.912076	0.	-0.41002	0.912076	0.	-4.73617	-2.68622	24.2061	5.	5.17253	-1.	-1.	-1.	1	-1	0.	131.671	26.4543	16.5275	0.	11.2994,-19.6496,	
8.20392	62.326	479	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.00711	-2.00711	24.166	16.2383	16.2383	-2.00711	5.16261	0.	-0.409382	0.912363	0.	-0.409382	0.912363	0.	-4.73617	-2.49736	24.166	5.	4.80887	-1.	-1.	-1.	1	-1	0.	131.671	26.4543	16.5275	0.	11.2781,-19.6283,	
8.22086	59.0563	480	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.0151	-2.0151	24.1257	16.2383	16.2383	-2.0151	5.18264	0.	-0.40874	0.912651	0.	-0.40874	0.912651	0.	-4.73617	-2.38081	24.1257	5.	4.58445	-1.	-1.	-1.	1	-1	0.	131.671	26.4543	16.5275	0.	11.2568,-19.6068,	
8.23922	54.4569	481	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.02352	-2.02352	24.0832	16.2383	16.2383	-2.02352	5.20378	0.	-0.408063	0.912954	0.	-0.408063	0.912954	0.	-4.73617	-2.31694	24.0832	5.	4.46146	-1.	-1.	-1.	1	-1	0.	131.671	26.4543	16.5275	0.	11.2342,-19.5842,	
8.25689	56.5976	482	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.03263	-2.03263	24.037	16.2383	16.2383	-2.03263	5.22672	0.	-0.407327	0.913282	0.	-0.407327	0.913282	0.	-4.73617	-2.6114	24.037	5.	5.02846	-1.	-1.	-1.	1	-1	0.	131.671	26.4543	16.5275	0.	11.2098,-19.5596,	
8.27396	58.5666	483	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.04137	-2.04137	23.9927	16.2383	16.2383	-2.04137	5.24879	0.	-0.40662	0.913598	0.	-0.40662	0.913598	0.	-4.73617	-2.60004	23.9927	5.	5.0066	-1.	-1.	-1.	1	-1	0.	131.671	26.4543	16.5275	0.	11.1863,-19.536,	
8.29093	58.947	484	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.04983	-2.04983	23.9504	16.0039	16.0039	-2.04983	5.27014	0.	-0.405945	0.913897	0.	-0.405945	0.913897	0.	-4.66781	-2.49252	23.9504	5.	4.87222	-1.	-1.	-1.	1	-1	0.	132.1338	26.8786	16.7163	0.	11.1635,-19.5131,	
8.30788	58.9785	485	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.05825	-2.05825	23.9096	15.5315	15.5315	-2.05825	5.29136	0.	-0.405295	0.914186	0.	-0.405295	0.914186	0.	-4.53001	-2.40478	23.9096	5.	4.84841	-1.	-1.	-1.	1	-1	0.	133.1091	27.7728	17.1135	0.	11.1409,-19.4904,	
8.32486	58.9051	486	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.0667	-2.0667	23.8707	14.8283	14.8283	-2.0667	5.3126	0.	-0.404674	0.914461	0.	-0.404674	0.914461	0.	-4.32493	-2.29204	23.8707	5.	4.84726	-1.	-1.	-1.	1	-1	0.	134.6759	29.2094	17.7504	0.	11.1183,-19.4677,	
8.34191	58.6496	487	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.07524	-2.07524	23.8348	13.6491	13.6491	-2.07524	5.3339	0.	-0.404101	0.914714	0.	-0.404101	0.914714	0.	-3.98099	-2.10353	23.8348	5.	4.84462	-1.	-1.	-1.	1	-1	0.	137.6663	31.9512	18.9637	0.	11.0956,-19.4448,	
8.35892	58.7995	488	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.08395	-2.08395	23.8038	11.7667	11.7667	-2.08395	5.35534	0.	-0.403605	0.914933	0.	-0.403605	0.914933	0.	-3.43196	-1.82636	23.8038	5.	4.89777	-1.	-1.	-1.	1	-1	0.	143.683	37.4662	21.4001	0.	11.0726,-19.4218,	
8.37607	58.2946	489	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.09274	-2.09274	23.7771	10.1224	10.1224	-2.09274	5.37676	0.	-0.40318	0.915121	0.	-0.40318	0.915121	0.	-2.95236	-1.55392	23.7771	5.	4.86002	-1.	-1.	-1.	1	-1	0.	150.7712	43.9615	24.2654	0.	11.0497,-19.3988,	
8.39293	59.3068	490	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.10172	-2.10172	23.7546	8.47438	8.47438	-2.10172	5.39841	0.	-0.40282	0.915279	0.	-0.40282	0.915279	0.	-2.47169	-1.33516	23.7546	5.	5.00413	-1.	-1.	-1.	1	-1	0.	160.6365	52.9995	28.2473	0.	11.0264,-19.3755,	
8.40896	62.3988	491	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.11066	-2.11066	23.7368	6.82638	6.82638	-2.11066	5.41973	0.	-0.402535	0.915405	0.	-0.402535	0.915405	0.	-1.99103	-1.11239	23.7368	5.	5.19235	-1.	-1.	-1.	1	-1	0.	175.267	66.4005	34.1452	0.	11.0035,-19.3526,	
8.42594	58.8967	492	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.11962	-2.11962	23.7368	5.17838	0.	-2.11962	5.4401	0.	-0.402535	0.915405	0.	-0.402535	0.915405	0.	-0.	0.	23.7368	5.	4.71938	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	10.9814,-19.3305,	
8.44297	58.7151	493	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.12911	-2.12911	23.7368	3.76843	0.	-2.12911	5.46169	0.	-0.402535	0.915405	0.	-0.402535	0.915405	0.	-0.	0.	23.7368	5.	4.98458	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	10.9579,-19.3071,	
8.45988	59.1491	494	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.13864	-2.13864	23.7368	2.59285	0.	-2.13864	5.48334	0.	-0.402535	0.915405	0.	-0.402535	0.915405	0.	-0.	0.	23.7368	5.	5.03696	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	10.9344,-19.2837,	
8.47592	62.3119	495	0	(0)2	(0)3	(0)3	(0)2	(0)2	-2.14809	-2.14809	23.7368	1.41362	0.	-2.14809	5.50484	0.	-0.402535	0.915405	0.	-0.402535	0.915405	0.	-0.	0.	23.7368	5.	5.26737	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	10.9111,-19.2604,	
