Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	CustomDither	DAngle	swAngle	swNoDead	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	radius	radiusR	radiusL	Dynamic	USRHIT	SCORE	STEERING	TurningRadius	TX	TY	TZ	toOBS	
9.53836e-005	10484.	1	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.149961	6.67265	2	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.203478	18.6857	3	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.222257	53.2507	4	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.2389	60.0845	5	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.25575	59.3483	6	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.271773	62.4082	7	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.287766	62.5295	8	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.3048	58.7036	9	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.3245	50.7629	10	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.340756	61.5159	11	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.357959	58.1299	12	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.374758	59.5263	13	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.391928	58.2392	14	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.408772	59.3695	15	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.425844	58.5749	16	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.442779	59.051	17	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.459487	59.85	18	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.476784	57.8134	19	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.493754	58.9271	20	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.509754	62.5012	21	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.526772	58.7609	22	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.543787	58.7734	23	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.560822	58.7005	24	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.577936	58.4313	25	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.598876	47.7555	26	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.61577	59.1934	27	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.631801	62.3812	28	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.64795	61.9206	29	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.664806	59.327	30	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.681846	58.687	31	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.699057	58.1003	32	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.717626	53.854	33	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.734759	58.3665	34	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.752156	57.4814	35	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.77325	47.4076	36	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.789796	60.4363	37	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.806771	58.9114	38	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.823746	58.9103	39	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.841316	56.9136	40	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.857743	60.8761	41	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.874774	58.7171	42	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.891755	58.8883	43	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.907786	62.38	44	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.924763	58.903	45	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.940742	62.5815	46	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.956976	61.5994	47	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.974011	58.7036	48	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
0.990765	59.6872	49	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
1.00781	58.6735	50	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
1.02422	60.9377	51	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.04079	60.3274	52	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.05777	58.9061	53	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.07375	62.5874	54	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.08977	62.4023	55	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.10676	58.882	56	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.12403	57.9013	57	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.1408	59.6206	58	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.15784	58.7015	59	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.17487	58.7119	60	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.19186	58.8674	61	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.2078	62.713	62	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.22389	62.1588	63	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.24085	58.9648	64	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.25786	58.7838	65	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.27381	62.7011	66	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.29085	58.6641	67	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.30718	61.2611	68	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.32378	60.2155	69	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.34086	58.5553	70	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.35725	61.0174	71	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.37377	60.5402	72	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.39076	58.8496	73	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.40704	61.4486	74	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.42379	59.6883	75	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.44085	58.6122	76	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.45777	59.0984	77	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.47489	58.42	78	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.49182	59.0521	79	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.50886	58.6839	80	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.52578	59.1269	81	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.54278	58.8026	82	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.55978	58.8224	83	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.57687	58.5263	84	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.59386	58.8559	85	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.6108	59.0405	86	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.62784	58.6704	87	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.64384	62.5036	88	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.6608	58.9522	89	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.67694	61.9693	90	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.69384	59.1723	91	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.71083	58.8465	92	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.72784	58.7995	93	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.7438	62.6525	94	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.76003	61.6166	95	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.77685	59.4633	96	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.79279	62.7415	97	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
1.80877	62.5531	98	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	16.778,25.1496,	
