Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	CustomDither	DAngle	swAngle	swNoDead	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	radius	radiusR	radiusL	Dynamic	USRHIT	SCORE	toOBS	
1.72053e-005	58121.7	1	0	(0)1	(0)3	(0)3	(0)1	(0)2	0.	0.	0.	-33.751	-33.751	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.62858	1.59093	2	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-63.7519	-63.7519	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.862534	4.27434	3	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-63.7519	-63.7519	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.87948	59.0131	4	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-63.7519	-63.7519	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.895503	62.4105	5	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-63.7519	-63.7519	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.91251	58.7974	6	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-63.7519	-63.7519	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.929511	58.8214	7	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-63.5176	-63.5176	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.947044	57.0341	8	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-63.5176	-63.5176	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.964504	57.2737	9	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-63.5176	-63.5176	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
0.980481	62.591	10	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-63.2832	-63.2832	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
