4.59	-2.35	0.	
4.59	2.42426	0.	
4.59	7.1278	0.	
4.59	11.7615	0.	
4.59	16.3263	0.	
4.59	20.823	0.	
4.59	25.2525	0.	
4.59	29.6157	0.	
4.59	33.9136	0.	
4.59	38.1469	0.	
4.59	42.3167	0.	
4.59	46.4237	0.	
4.59	50.4689	0.	
4.59	54.4531	0.	
4.59	58.3773	0.	
4.59	62.2422	0.	
4.59	66.0489	0.	
4.59	69.7983	0.	
4.59	73.4911	0.	
4.59	77.1282	0.	
4.59	80.7107	0.	
4.59	84.2393	0.	
4.59	87.715	0.	
4.59	91.1385	0.	
4.59	94.511	0.	
4.59	97.8331	0.	
4.59	101.106	0.	
4.59	104.33	0.	
4.59	107.507	0.	
4.59	110.636	0.	
4.59	113.72	0.	
4.59	116.76	0.	
4.59	119.755	0.	
4.59	122.706	0.	
4.59	125.616	0.	
4.59	128.484	0.	
4.59	131.312	0.	
4.59	134.1	0.	
4.59	136.849	0.	
4.59	139.56	0.	
4.59	142.235	0.	
4.59	144.873	0.	
4.59	147.476	0.	
4.59	150.045	0.	
4.59	152.58	0.	
4.59	155.083	0.	
4.59	157.555	0.	
4.59	159.995	0.	
4.59	162.406	0.	
4.59	164.788	0.	
4.59	167.141	0.	
4.59	169.468	0.	
4.59	171.768	0.	
4.59	174.043	0.	
4.59	176.293	0.	
4.59	178.52	0.	
4.59	180.724	0.	
4.59	182.906	0.	
4.59	185.067	0.	
4.59	187.208	0.	
4.59	189.329	0.	
4.59	191.433	0.	
4.59	193.519	0.	
4.59	195.589	0.	
4.59	197.642	0.	
4.59	199.682	0.	
4.59	201.707	0.	
4.59	203.719	0.	
4.59	204.053	0.	
4.59	206.052	0.	
4.59	208.038	0.	
4.59	210.013	0.	
4.59	211.976	0.	
4.59	213.929	0.	
4.59	215.87	0.	
4.59	217.8	0.	
4.59	219.72	0.	
4.59	221.629	0.	
4.59	223.528	0.	
4.59	225.416	0.	
4.59	227.295	0.	
4.59	229.164	0.	
4.59	231.023	0.	
4.59	232.873	0.	
4.59	234.713	0.	
4.59	236.545	0.	
4.59	238.367	0.	
4.59	240.181	0.	
4.59	241.986	0.	
4.59	243.783	0.	
4.59	245.571	0.	
4.59	247.352	0.	
4.59	249.125	0.	
4.59	250.89	0.	
4.59	252.647	0.	
4.59	254.398	0.	
4.59	256.141	0.	
4.59	257.877	0.	
4.59	259.606	0.	
4.59	261.329	0.	
4.59	263.045	0.	
4.59	264.755	0.	
4.59	266.459	0.	
4.59	268.158	0.	
4.59	269.85	0.	
4.59	271.537	0.	
4.59	273.218	0.	
4.59	274.895	0.	
4.59	276.566	0.	
4.59	278.232	0.	
4.59	279.894	0.	
4.59	281.552	0.	
4.59	283.205	0.	
4.59	284.854	0.	
4.59	286.499	0.	
4.59	288.14	0.	
4.59	289.778	0.	
4.59	291.412	0.	
4.59	293.043	0.	
4.59	294.671	0.	
4.59	296.296	0.	
4.59	297.919	0.	
4.59	299.538	0.	
4.59	301.156	0.	
4.59	302.771	0.	
4.59	304.385	0.	
4.59	305.996	0.	
4.59	307.606	0.	
4.59	309.215	0.	
4.59	310.822	0.	
4.59	312.428	0.	
4.59	314.034	0.	
4.59	315.638	0.	
4.59	317.242	0.	
4.59	318.846	0.	
4.59	320.449	0.	
4.59	320.716	0.	
4.59	322.32	0.	
4.59	323.923	0.	
4.59	325.526	0.	
4.59	327.129	0.	
4.59	328.733	0.	
4.59	330.336	0.	
4.59	331.939	0.	
4.59	333.543	0.	
