Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	AccumulativeHeading(Y)	Speed	Dynamic
3.08791e-004	3238.43	1	0	1	29	29	1	14	2.8125	0.	-1.87506	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.364231	2.74784	2	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.423595	16.8451	3	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.448006	40.9665	4	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.464789	59.5838	5	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.488131	42.8413	6	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.504872	59.731	7	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.521828	58.9781	8	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.547624	38.7653	9	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.563785	61.8763	10	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.586237	44.5399	11	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.603814	56.8927	12	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.622579	53.2915	13	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.645787	43.0876	14	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.669226	42.6637	15	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.690752	46.4554	16	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.718537	35.9908	17	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.734849	61.3072	18	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.757934	43.318	19	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.782905	40.0459	20	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.79979	59.2259	21	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.820724	47.7676	22	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.837815	58.5125	23	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.860984	43.1611	24	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.884809	41.9723	25	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.901762	58.9865	26	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.921065	51.8056	27	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.937804	59.7396	28	0	1	29	29	1	14	2.8125	0.	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
