0.	-2.35	0.	-1.	
0.	5.62555e-002	0.	-1.	
0.	2.44458	0.	-1.	
0.	4.81508	0.	-1.	
0.	7.16787	0.	-1.	
0.	9.50306	0.	-1.	
0.	11.8208	0.	-1.	
0.	14.1211	0.	-1.	
0.	16.4042	0.	-1.	
0.	18.6701	0.	-1.	
0.	20.919	0.	-1.	
0.	23.151	0.	-1.	
0.	25.3661	0.	-1.	
0.	27.5646	0.	-1.	
0.	29.7465	0.	-1.	
0.	31.9119	0.	-1.	
0.	34.0609	0.	-1.	
0.	36.1937	0.	-1.	
0.	38.3104	0.	-1.	
0.	40.411	0.	-1.	
0.	42.4957	0.	-1.	
0.	44.5646	0.	-1.	
0.	46.6179	0.	-1.	
0.	48.6555	0.	-1.	
0.	50.6777	0.	-1.	
0.	52.6845	0.	-1.	
0.	54.6762	0.	-1.	
0.	56.6526	0.	-1.	
0.	58.6141	0.	-1.	
0.	60.5607	0.	-1.	
0.	62.4925	0.	-1.	
0.	64.4096	0.	-1.	
0.	66.3121	0.	-1.	
0.	68.2002	0.	-1.	
0.	70.074	0.	-1.	
0.	71.9335	0.	-1.	
0.	73.7789	0.	-1.	
0.	75.6103	0.	-1.	
0.	77.4278	0.	-1.	
0.	79.2316	0.	-1.	
0.	81.0217	0.	-1.	
0.	82.7982	0.	-1.	
0.	84.5613	0.	-1.	
0.	86.311	0.	-1.	
0.	88.0476	0.	-1.	
0.	89.771	0.	-1.	
0.	91.4815	0.	-1.	
0.	93.1791	0.	-1.	
0.	94.8639	0.	-1.	
0.	96.536	0.	-1.	
0.	98.1957	0.	-1.	
0.	99.8428	0.	-1.	
0.	101.478	0.	-1.	
0.	103.1	0.	-1.	
0.	104.711	0.	-1.	
0.	106.31	0.	-1.	
0.	107.896	0.	-1.	
0.	109.471	0.	-1.	
0.	111.035	0.	-1.	
0.	112.586	0.	-1.	
0.	114.127	0.	-1.	
0.	115.656	0.	-1.	
0.	117.174	0.	-1.	
0.	118.681	0.	-1.	
0.	120.176	0.	-1.	
0.	121.661	0.	-1.	
0.	123.136	0.	-1.	
0.	124.599	0.	-1.	
0.	126.052	0.	-1.	
0.	127.495	0.	-1.	
0.	128.928	0.	-1.	
0.	130.35	0.	-1.	
0.	131.762	0.	-1.	
0.	133.164	0.	-1.	
0.	134.556	0.	-1.	
0.	135.939	0.	-1.	
0.	137.312	0.	-1.	
0.	138.676	0.	-1.	
0.	140.03	0.	-1.	
0.	141.375	0.	-1.	
0.	142.71	0.	-1.	
0.	144.037	0.	-1.	
0.	145.354	0.	-1.	
0.	146.663	0.	-1.	
0.	147.963	0.	-1.	
0.	149.255	0.	-1.	
0.	150.538	0.	-1.	
0.	151.812	0.	-1.	
0.	153.079	0.	-1.	
0.	154.337	0.	-1.	
0.	155.587	0.	-1.	
0.	156.829	0.	-1.	
0.	158.064	0.	-1.	
0.	159.29	0.	-1.	
0.	160.509	0.	-1.	
0.	161.721	0.	-1.	
0.	162.925	0.	-1.	
0.	164.122	0.	-1.	
0.	165.312	0.	-1.	
0.	166.495	0.	-1.	
0.	167.671	0.	-1.	
