Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	Dynamic
2.32421e-005	43025.3	1	0	1	3	3	1	2	2.83678	-0.18037	-2.5782	-2.8125	0.37037	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	80.	57367.1	0	
0.302769	3.3031	2	0	1	4	4	1	2	2.80892	-0.130231	-2.5782	-2.81488	0.739996	0.	-8.75095e-004	1.	0.	-8.75095e-004	1.	0.	-3.00836	-0.165615	-5.01393e-002	80.	4.39537	0	
0.34141	25.8792	3	0	1	4	4	1	2	2.80958	-9.86626e-002	-2.5782	-2.8167	1.1099	0.	-1.42607e-003	0.999999	0.	-1.42607e-003	0.999999	0.	-1.89412	-0.816969	-8.17079e-002	80.	34.4622	0	
0.360626	52.0397	4	0	1	4	4	1	3	2.8103	-0.190941	-2.5782	-2.81859	1.47984	0.	-1.92529e-003	0.999998	0.	-1.92529e-003	0.999998	0.	-1.71619	-1.4885	-0.110311	80.	69.3071	0	
0.388164	36.3146	5	0	2	4	4	2	3	2.81111	-0.136887	-2.5782	-2.82187	1.8494	0.	-2.86872e-003	0.999996	0.	-2.86872e-003	0.999996	0.	-3.24327	-1.96297	-0.164366	80.	48.3157	0	
0.405099	59.047	6	0	2	4	4	2	3	2.81185	-0.102853	-2.5782	-2.82454	2.21926	0.	-3.46271e-003	0.999994	0.	-3.46271e-003	0.999994	0.	-2.04202	-2.00959	-0.198399	80.	78.6226	0	
0.421101	62.4943	7	0	2	5	5	2	3	2.81256	-7.38754e-002	-2.5782	-2.8272	2.58919	0.	-3.96847e-003	0.999992	0.	-3.96847e-003	0.999992	0.	-1.73866	-1.81094	-0.227377	80.	83.2295	0	
0.43815	58.6518	8	0	2	5	5	2	3	2.81342	-4.56705e-002	-2.5782	-2.83001	2.95914	0.	-4.46073e-003	0.99999	0.	-4.46073e-003	0.99999	0.	-1.6923	-1.65427	-0.255582	80.	78.1145	0	
0.455113	58.9524	9	0	2	5	5	2	4	2.81443	-0.139564	-2.5782	-2.83296	3.32909	0.	-4.93987e-003	0.999988	0.	-4.93987e-003	0.999988	0.	-1.64717	-1.61841	-0.283035	80.	78.5172	0	
0.471117	62.4837	10	0	3	5	5	3	4	2.81451	-0.104538	-2.5782	-2.83645	3.69893	0.	-5.55116e-003	0.999985	0.	-5.55116e-003	0.999985	0.	-2.10151	-2.1885	-0.31806	80.	83.1955	0	
0.488084	58.9409	11	0	3	5	5	3	4	2.81522	-7.52499e-002	-2.5782	-2.83989	4.06885	0.	-6.06234e-003	0.999982	0.	-6.06234e-003	0.999982	0.	-1.75731	-1.72629	-0.347348	80.	78.4961	0	
0.505113	58.7236	12	0	3	6	6	3	4	2.81609	-4.67468e-002	-2.5782	-2.84349	4.43878	0.	-6.5598e-003	0.999978	0.	-6.5598e-003	0.999978	0.	-1.71018	-1.6738	-0.375852	80.	78.2092	0	
0.52209	58.9021	13	0	3	6	6	3	5	2.81711	-0.14083	-2.5782	-2.84723	4.80872	0.	-7.04392e-003	0.999975	0.	-7.04392e-003	0.999975	0.	-1.66432	-1.63386	-0.40359	80.	78.4493	0	
0.539096	58.8028	14	0	3	6	6	3	5	2.8178	-0.105336	-2.5782	-2.85152	5.17855	0.	-7.6634e-003	0.999971	0.	-7.6634e-003	0.999971	0.	-2.12966	-2.08716	-0.439084	80.	78.2929	0	
0.555363	61.4727	15	0	4	6	6	4	5	2.81853	-7.57595e-002	-2.5782	-2.85576	5.54846	0.	-8.17959e-003	0.999967	0.	-8.17959e-003	0.999967	0.	-1.77459	-1.81815	-0.468661	80.	81.867	0	
0.572102	59.7401	16	0	4	7	7	4	5	2.8194	-4.69807e-002	-2.5782	-2.86016	5.91837	0.	-8.68185e-003	0.999962	0.	-8.68185e-003	0.999962	0.	-1.72673	-1.71925	-0.49744	80.	79.5622	0	
0.589145	58.6757	17	0	4	7	7	4	5	2.82043	-1.89781e-002	-2.5782	-2.8647	6.2883	0.	-9.17057e-003	0.999958	0.	-9.17057e-003	0.999958	0.	-1.68015	-1.64307	-0.525442	80.	78.147	0	
0.606145	58.8226	18	0	4	7	7	4	6	2.8216	-0.114026	-2.5782	-2.86938	6.65824	0.	-9.6461e-003	0.999953	0.	-9.6461e-003	0.999953	0.	-1.63483	-1.60275	-0.55269	80.	78.345	0	
0.622136	62.538	19	0	4	7	7	4	6	2.82201	-8.39457e-002	-2.5782	-2.87438	7.02814	0.	-1.01711e-002	0.999948	0.	-1.01711e-002	0.999948	0.	-1.80482	-1.88117	-0.58277	80.	83.284	0	
0.639115	58.8969	20	0	5	7	7	5	6	2.82286	-5.46814e-002	-2.5782	-2.87953	7.39804	0.	-1.06818e-002	0.999943	0.	-1.06818e-002	0.999943	0.	-1.75586	-1.72358	-0.612034	80.	78.4376	0	
0.65615	58.7007	21	0	5	8	8	5	6	2.82386	-2.62109e-002	-2.5782	-2.88483	7.76795	0.	-1.11787e-002	0.999938	0.	-1.11787e-002	0.999938	0.	-1.70823	-1.67124	-0.640505	80.	78.1788	0	
0.672121	62.6148	22	0	5	8	8	5	6	2.825	1.48726e-003	-2.5782	-2.89028	8.13787	0.	-1.16621e-002	0.999932	0.	-1.16621e-002	0.999932	0.	-1.66189	-1.73431	-0.668203	80.	83.3942	0	
0.689111	58.8561	23	0	5	8	8	5	7	2.8263	-9.41794e-002	-2.5782	-2.89588	8.5078	0.	-1.21346e-002	0.999926	0.	-1.21346e-002	0.999926	0.	-1.62458	-1.59361	-0.695279	80.	78.3901	0	
0.70512	62.466	24	0	6	8	8	6	7	2.8266	-6.43693e-002	-2.5782	-2.90179	8.87768	0.	-1.26549e-002	0.99992	0.	-1.26549e-002	0.99992	0.	-1.78861	-1.86212	-0.725089	80.	83.1891	0	
0.722126	58.8049	25	0	6	8	8	6	7	2.82756	-3.53725e-002	-2.5782	-2.90785	9.24758	0.	-1.31609e-002	0.999913	0.	-1.31609e-002	0.999913	0.	-1.73981	-1.70515	-0.754086	80.	78.3159	0	
0.739099	58.9147	26	0	6	9	9	6	7	2.82867	-7.16685e-003	-2.5782	-2.91405	9.61748	0.	-1.36531e-002	0.999907	0.	-1.36531e-002	0.999907	0.	-1.69234	-1.66173	-0.782292	80.	78.4646	0	
0.756153	58.6373	27	0	6	9	9	6	8	2.82993	-0.102957	-2.5782	-2.92041	9.98739	0.	-1.4132e-002	0.9999	0.	-1.4132e-002	0.9999	0.	-1.64617	-1.60878	-0.809728	80.	78.0976	0	
0.772108	62.6776	28	0	6	9	9	6	8	2.83074	-7.26368e-002	-2.5782	-2.92708	10.3573	0.	-1.46611e-002	0.999893	0.	-1.46611e-002	0.999893	0.	-1.81921	-1.9004	-0.840048	80.	83.4692	0	
0.804024	31.3326	29	0	7	9	9	7	8	2.83168	-4.31486e-002	-2.5782	-2.9339	10.7271	0.	-1.51757e-002	0.999885	0.	-1.51757e-002	0.999885	0.	-1.76929	-0.923941	-0.869536	80.	41.7277	0	
0.821095	58.5761	30	0	7	10	10	7	8	2.83276	-1.44696e-002	-2.5782	-2.94087	11.097	0.	-1.56762e-002	0.999877	0.	-1.56762e-002	0.999877	0.	-1.72074	-1.67991	-0.898215	80.	78.0122	0	
0.83858	57.1928	31	0	7	10	10	7	8	2.83399	1.34225e-002	-2.5782	-2.948	11.4669	0.	-1.61629e-002	0.999869	0.	-1.61629e-002	0.999869	0.	-1.67352	-1.59523	-0.926108	80.	76.1723	0	
