Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	Dynamic		
2.23369e-005	44769.1	1	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.8125	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.446738	2.23856	2	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.484662	26.3689	3	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.501404	59.7297	4	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.541337	25.0416	5	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.558435	58.4886	6	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.574547	62.0639	7	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.591472	59.0842	8	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.608549	58.5589	9	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.625482	59.0579	10	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.64249	58.7937	11	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.659498	58.7979	12	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.676581	58.5361	13	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.693415	59.4052	14	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.710538	58.4009	15	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.727522	58.8784	16	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.74444	59.1063	17	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.760562	62.0291	18	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.776556	62.5231	19	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.792454	62.8994	20	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.808538	62.1757	21	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.825458	59.1	22	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.842468	58.7885	23	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.859767	57.8068	24	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.876481	59.8322	25	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.81194	-2.78794e-002	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
