Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	CustomDither	DAngle	swAngle	swNoDead	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	radius	radiusR	radiusL	Dynamic	USRHIT	SCORE	toOBS	
1.59375e-004	6274.51	1	0	(0)1	(0)3	(0)3	(0)1	(0)2	0.	0.	0.	59.0606	59.0606	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
2.78605	0.358951	2	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-8.67214	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
2.96175	5.69159	3	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-5.15641	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
2.98028	53.9813	4	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-4.92203	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.00372	42.6579	5	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-4.45326	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.02557	45.762	6	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-3.9845	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.0493	42.137	7	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-3.51573	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.07932	33.3109	8	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-3.51573	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.09706	56.378	9	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-3.28135	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.11526	54.9601	10	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-3.04697	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.13197	59.8338	11	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-3.04697	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.14793	62.6584	12	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-2.81259	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.16394	62.44	13	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-2.5782	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.1821	55.0706	14	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-2.5782	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.19897	59.292	15	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-2.34382	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.21494	62.6241	16	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-2.10944	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.23194	58.813	17	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.24913	58.1799	18	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.26599	59.3015	19	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.28299	58.8266	20	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.29995	58.9638	21	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.31593	62.5614	22	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.33301	58.5408	23	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.34993	59.1153	24	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.36693	58.8162	25	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.38394	58.811	26	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.40095	58.788	27	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.41793	58.8758	28	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.43495	58.7526	29	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.45785	43.6787	30	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.47813	49.2982	31	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.49494	59.5114	32	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.51364	53.4578	33	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.53095	57.7912	34	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.54775	59.505	35	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.56495	58.1544	36	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.58193	58.8653	37	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.59796	62.4176	38	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.61555	56.8433	39	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.63194	61.0005	40	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.64863	59.9117	41	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.87506	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.66598	57.6304	42	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.64068	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.68965	42.2574	43	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-1.17191	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.70925	51.0256	44	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	-0.703146	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.72593	59.9258	45	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	0.	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.7451	52.1788	46	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	0.710471	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.76094	63.1301	47	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	0.944853	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.78077	50.4137	48	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	2.12043	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.79802	58.0006	49	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	3.06162	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.81486	59.3791	50	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	4.00281	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.83195	58.5077	51	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	4.944	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.84894	58.8663	52	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	5.17838	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.86598	58.6849	53	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	6.35762	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.88294	58.9554	54	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	6.82638	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.90948	37.6701	55	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	7.53319	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.92594	60.7868	56	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	8.00195	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.94807	45.1871	57	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	8.47438	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.96499	59.0984	58	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	8.70876	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.98194	58.989	59	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	8.94314	0.	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
3.99897	58.6995	60	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	9.18119	9.18119	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.01521	61.5788	61	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	9.41557	9.41557	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.03233	58.4406	62	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	9.64995	9.64995	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.0523	50.0527	63	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	10.1224	10.1224	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.07729	40.0258	64	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	10.8255	10.8255	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.09395	60.0311	65	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	11.0636	11.0636	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.11222	54.7331	66	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	11.5323	11.5323	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.12896	59.7184	67	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	12.0048	12.0048	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.14609	58.3798	68	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	12.2391	12.2391	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.16294	59.3376	69	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	12.7079	12.7079	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.18108	55.1293	70	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	12.7079	12.7079	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.19796	59.2453	71	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	12.946	12.946	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.215	58.6818	72	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	12.946	12.946	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.23194	59.0352	73	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	12.946	12.946	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.24954	56.8413	74	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	12.946	12.946	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.26851	52.7127	75	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	12.946	12.946	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.28494	60.8381	76	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	12.946	12.946	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
4.30196	58.7598	77	0	(0)1	(0)3	(0)3	(0)1	(0)2	3.75	3.75	0.	12.946	12.946	3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
