Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	AccumulativeHeading(Y)	Speed	Dynamic
3.64331e-004	2744.75	1	0	1	12	10	1	5	2.8125	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.316061	3.16759	2	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.362031	21.7536	3	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.379353	57.7284	4	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.396327	58.9162	5	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.415896	51.0993	6	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.432389	60.6318	7	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.448338	62.7019	8	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.464354	62.436	9	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.480329	62.5989	10	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.497361	58.7137	11	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.514337	58.9047	12	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.531361	58.7428	13	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.547332	62.6107	14	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.564336	58.8106	15	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.581342	58.8043	16	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.598338	58.8357	17	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.614345	62.4737	18	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.631385	58.6856	19	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.648349	58.9466	20	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.665332	58.8827	21	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.681347	62.4419	22	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.697333	62.5563	23	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.713338	62.4808	24	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.73035	58.7793	25	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.747456	58.4619	26	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.763333	62.9821	27	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.77934	62.4737	28	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.796338	58.8304	29	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
