5.625	-2.35	0.
5.62496	-2.19134	0.
5.62483	-2.0329	0.
5.62463	-1.8747	0.
5.62434	-1.71672	0.
5.62397	-1.55898	0.
5.62352	-1.40147	0.
5.62298	-1.24419	0.
5.62237	-1.08713	0.
5.62167	-0.930312	0.
5.62089	-0.773718	0.
5.62003	-0.617354	0.
5.61909	-0.461218	0.
5.61806	-0.305311	0.
5.61696	-0.149632	0.
5.61577	5.81932e-003	0.
5.6145	0.161042	0.
5.61315	0.316038	0.
5.61173	0.470806	0.
5.61022	0.625348	0.
5.60863	0.779663	0.
5.60696	0.93375	0.
5.6052	1.08761	0.
5.60337	1.24125	0.
5.60146	1.39466	0.
5.59947	1.54784	0.
5.5974	1.7008	0.
5.59525	1.85354	0.
5.59301	2.00605	0.
5.5907	2.15833	0.
5.58831	2.31039	0.
5.58584	2.46223	0.
5.58329	2.61385	0.
5.58066	2.76524	0.
5.57796	2.9164	0.
5.57517	3.06735	0.
5.5723	3.21807	0.
5.56936	3.36857	0.
5.56633	3.51884	0.
5.56323	3.6689	0.
5.56005	3.81873	0.
5.55679	3.96834	0.
5.55345	4.11773	0.
5.55003	4.2669	0.
5.54654	4.41585	0.
5.54297	4.56458	0.
5.53932	4.71309	0.
5.53559	4.86138	0.
5.53178	5.00945	0.
5.5279	5.1573	0.
5.52393	5.30493	0.
5.5199	5.45234	0.
5.51578	5.59953	0.
5.51159	5.74651	0.
5.50732	5.89326	0.
5.50297	6.0398	0.
5.49854	6.18612	0.
5.49404	6.33223	0.
5.48946	6.47811	0.
5.48481	6.62378	0.
5.48008	6.76924	0.
5.47527	6.91447	0.
5.47038	7.0595	0.
5.46542	7.2043	0.
5.46039	7.34889	0.
5.45527	7.49327	0.
5.45008	7.63742	0.
5.44482	7.78137	0.
5.43948	7.9251	0.
5.43406	8.06861	0.
5.42857	8.21191	0.
5.423	8.355	0.
5.41736	8.49788	0.
5.41164	8.64054	0.
5.40585	8.78298	0.
5.39998	8.92522	0.
5.39404	9.06724	0.
5.38802	9.20905	0.
5.38193	9.35065	0.
5.37576	9.49204	0.
5.36952	9.63321	0.
5.36321	9.77418	0.
5.35682	9.91493	0.
5.35035	10.0555	0.
5.34381	10.1958	0.
5.3372	10.3359	0.
5.33051	10.4758	0.
5.32375	10.6155	0.
5.31692	10.755	0.
5.31001	10.8943	0.
5.30303	11.0334	0.
5.29598	11.1722	0.
5.28885	11.3109	0.
5.28165	11.4494	0.
5.27437	11.5876	0.
5.26703	11.7256	0.
5.25961	11.8635	0.
5.25211	12.0011	0.
5.24455	12.1385	0.
5.23691	12.2757	0.
5.2292	12.4127	0.
5.22142	12.5495	0.
5.21356	12.6861	0.
5.20564	12.8224	0.
5.19764	12.9586	0.
5.18956	13.0946	0.
5.18142	13.2304	0.
5.17321	13.3659	0.
5.16492	13.5013	0.
5.15656	13.6364	0.
5.14813	13.7714	0.
5.13963	13.9061	0.
5.13106	14.0406	0.
5.12241	14.175	0.
5.1137	14.3091	0.
5.10491	14.4431	0.
5.09605	14.5768	0.
5.08713	14.7103	0.
5.07813	14.8436	0.
5.06906	14.9768	0.
5.05992	15.1097	0.
5.05071	15.2424	0.
5.04143	15.3749	0.
5.03208	15.5072	0.
5.02266	15.6394	0.
5.01317	15.7713	0.
5.00361	15.903	0.
4.99398	16.0345	0.
4.98428	16.1658	0.
4.97451	16.297	0.
4.96468	16.4279	0.
4.95477	16.5586	0.
4.94479	16.6891	0.
4.93475	16.8195	0.
4.92463	16.9496	0.
4.91445	17.0795	0.
4.90419	17.2093	0.
4.89387	17.3388	0.
4.88348	17.4682	0.
4.87302	17.5973	0.
4.8625	17.7262	0.
4.8519	17.855	0.
4.84124	17.9836	0.
4.83051	18.1119	0.
4.81971	18.2401	0.
4.80884	18.3681	0.
4.7979	18.4958	0.
4.7869	18.6234	0.
4.77583	18.7508	0.
4.76469	18.878	0.
4.75348	19.005	0.
4.74221	19.1318	0.
4.73087	19.2584	0.
4.71946	19.3848	0.
4.70799	19.5111	0.
4.69645	19.6371	0.
4.68484	19.7629	0.
4.67316	19.8886	0.
4.66142	20.0141	0.
4.64961	20.1393	0.
4.63774	20.2644	0.
4.6258	20.3893	0.
4.61379	20.514	0.
4.60172	20.6385	0.
4.58958	20.7628	0.
4.57738	20.8869	0.
4.5651	21.0109	0.
4.55277	21.1346	0.
4.54037	21.2582	0.
4.5279	21.3815	0.
4.51537	21.5047	0.
4.50277	21.6277	0.
4.4901	21.7505	0.
4.47738	21.8731	0.
4.46458	21.9955	0.
4.45172	22.1178	0.
4.4388	22.2398	0.
4.42581	22.3617	0.
4.41276	22.4834	0.
4.39964	22.6049	0.
4.38646	22.7262	0.
4.37322	22.8473	0.
4.35991	22.9682	0.
4.34653	23.089	0.
4.3331	23.2095	0.
4.31959	23.3299	0.
4.30603	23.4501	0.
4.2924	23.5701	0.
4.27871	23.69	0.
4.26495	23.8096	0.
4.25113	23.9291	0.
4.23725	24.0483	0.
4.2233	24.1674	0.
4.2093	24.2863	0.
4.19522	24.4051	0.
4.18109	24.5236	0.
4.16689	24.642	0.
4.15263	24.7602	0.
4.13831	24.8782	0.
4.12392	24.996	0.
4.10948	25.1136	0.
4.09497	25.2311	0.
4.0804	25.3483	0.
4.06576	25.4654	0.
4.05107	25.5823	0.
4.03631	25.6991	0.
4.02149	25.8156	0.
4.00661	25.932	0.
3.99167	26.0482	0.
3.97666	26.1642	0.
3.9616	26.2801	0.
3.94647	26.3957	0.
3.93128	26.5112	0.
3.91603	26.6265	0.
3.90072	26.7417	0.
3.88535	26.8566	0.
3.86992	26.9714	0.
3.85443	27.086	0.
3.83888	27.2004	0.
3.82327	27.3146	0.
3.80759	27.4287	0.
3.79186	27.5426	0.
3.77607	27.6563	0.
3.76022	27.7699	0.
3.7443	27.8832	0.
3.72833	27.9964	0.
3.7123	28.1095	0.
3.6962	28.2223	0.
3.68005	28.335	0.
3.66384	28.4475	0.
3.64757	28.5598	0.
3.63124	28.6719	0.
3.61485	28.7839	0.
3.5984	28.8957	0.
3.5819	29.0074	0.
3.56533	29.1188	0.
3.54871	29.2301	0.
3.53203	29.3412	0.
3.51529	29.4522	0.
3.49849	29.5629	0.
3.48163	29.6735	0.
3.46471	29.784	0.
3.44774	29.8942	0.
3.43071	30.0043	0.
3.41362	30.1143	0.
3.39647	30.224	0.
3.37926	30.3336	0.
3.362	30.443	0.
3.34468	30.5523	0.
3.3273	30.6613	0.
3.30987	30.7702	0.
3.29237	30.879	0.
3.27483	30.9876	0.
3.25722	31.096	0.
3.23956	31.2042	0.
3.22184	31.3123	0.
3.20406	31.4202	0.
3.18623	31.5279	0.
3.16834	31.6355	0.
3.15039	31.7429	0.
3.13239	31.8501	0.
3.11433	31.9572	0.
3.09622	32.0641	0.
3.07805	32.1708	0.
3.05982	32.2774	0.
3.04154	32.3838	0.
3.0232	32.4901	0.
3.00481	32.5962	0.
2.98636	32.7021	0.
2.96785	32.8079	0.
2.9493	32.9134	0.
2.93068	33.0189	0.
2.91201	33.1241	0.
2.89329	33.2293	0.
2.87451	33.3342	0.
2.85568	33.439	0.
2.83679	33.5436	0.
2.81784	33.6481	0.
2.79885	33.7524	0.
2.7798	33.8565	0.
2.76069	33.9605	0.
2.74153	34.0643	0.
2.72232	34.1679	0.
2.70305	34.2714	0.
2.68373	34.3748	0.
2.66435	34.4779	0.
2.64492	34.581	0.
2.62544	34.6838	0.
2.6059	34.7865	0.
2.58631	34.8891	0.
2.56667	34.9914	0.
2.54698	35.0937	0.
2.52723	35.1957	0.
2.50743	35.2976	0.
2.48757	35.3994	0.
2.46766	35.501	0.
2.4477	35.6024	0.
2.42769	35.7037	0.
2.40763	35.8048	0.
2.38751	35.9058	0.
2.36734	36.0066	0.
2.34712	36.1073	0.
2.32685	36.2078	0.
2.30652	36.3081	0.
2.28615	36.4083	0.
2.26572	36.5084	0.
2.24524	36.6083	0.
2.22471	36.708	0.
2.20412	36.8076	0.
2.18349	36.907	0.
2.16281	37.0063	0.
2.14207	37.1054	0.
2.12128	37.2044	0.
2.10044	37.3032	0.
2.07955	37.4018	0.
2.05861	37.5003	0.
2.03762	37.5987	0.
2.01658	37.6969	0.
1.99549	37.795	0.
1.97435	37.8929	0.
1.95316	37.9906	0.
1.93192	38.0882	0.
1.91063	38.1857	0.
1.88929	38.283	0.
1.86789	38.3801	0.
1.84645	38.4771	0.
1.82496	38.574	0.
1.80342	38.6707	0.
1.78183	38.7673	0.
1.7602	38.8637	0.
1.73851	38.9599	0.
1.71677	39.0561	0.
1.69499	39.152	0.
1.67315	39.2479	0.
1.65127	39.3435	0.
1.62934	39.439	0.
1.60736	39.5344	0.
1.58533	39.6297	0.
1.56325	39.7248	0.
1.54113	39.8197	0.
1.51895	39.9145	0.
1.49673	40.0091	0.
1.47446	40.1037	0.
1.45215	40.198	0.
1.42978	40.2922	0.
1.40737	40.3863	0.
1.38491	40.4802	0.
1.3624	40.574	0.
1.33985	40.6677	0.
1.31724	40.7612	0.
1.29459	40.8545	0.
1.2719	40.9477	0.
1.24916	41.0408	0.
1.22637	41.1337	0.
1.20353	41.2265	0.
1.18065	41.3192	0.
1.15772	41.4117	0.
1.13474	41.504	0.
1.11172	41.5962	0.
1.08865	41.6883	0.
1.06553	41.7803	0.
1.04237	41.8721	0.
1.01917	41.9637	0.
0.995915	42.0552	0.
0.972617	42.1466	0.
0.949273	42.2379	0.
0.925884	42.329	0.
0.902449	42.4199	0.
0.87897	42.5108	0.
0.855445	42.6014	0.
0.831875	42.692	0.
0.80826	42.7824	0.
0.7846	42.8727	0.
0.760895	42.9628	0.
0.737146	43.0528	0.
0.713352	43.1427	0.
0.689513	43.2324	0.
0.665631	43.322	0.
0.641703	43.4115	0.
0.617732	43.5008	0.
0.593716	43.59	0.
0.569657	43.679	0.
0.545554	43.7679	0.
0.521407	43.8567	0.
0.497216	43.9454	0.
0.472982	44.0339	0.
0.448705	44.1222	0.
0.424384	44.2105	0.
0.400019	44.2986	0.
0.375612	44.3866	0.
0.351162	44.4744	0.
0.326668	44.5621	0.
0.302132	44.6497	0.
0.277553	44.7372	0.
0.252931	44.8245	0.
0.228267	44.9117	0.
0.20356	44.9987	0.
0.178811	45.0856	0.
0.15402	45.1724	0.
0.129187	45.2591	0.
0.104311	45.3456	0.
7.9394e-002	45.432	0.
5.44348e-002	45.5183	0.
2.94335e-002	45.6044	0.
4.39155e-003	45.6904	0.
-2.06931e-002	45.7763	0.
-4.58184e-002	45.8621	0.
-7.09853e-002	45.9477	0.
-9.61933e-002	46.0332	0.
-0.121443	46.1186	0.
-0.146733	46.2038	0.
-0.172065	46.2889	0.
-0.197436	46.3739	0.
-0.222849	46.4588	0.
-0.248302	46.5435	0.
-0.273796	46.6281	0.
-0.29933	46.7126	0.
-0.324905	46.797	0.
-0.35052	46.8812	0.
-0.376175	46.9653	0.
-0.40187	47.0493	0.
-0.427604	47.1331	0.
-0.453379	47.2169	0.
-0.479193	47.3005	0.
-0.505047	47.3839	0.
-0.530941	47.4673	0.
-0.556874	47.5505	0.
-0.582846	47.6337	0.
-0.608857	47.7166	0.
-0.634908	47.7995	0.
-0.660997	47.8822	0.
-0.687126	47.9649	0.
-0.713292	48.0474	0.
-0.739498	48.1297	0.
-0.765743	48.212	0.
-0.792026	48.2941	0.
-0.818347	48.3761	0.
-0.844707	48.458	0.
-0.871104	48.5398	0.
-0.89754	48.6214	0.
-0.924014	48.703	0.
-0.950526	48.7844	0.
-0.977075	48.8657	0.
-1.00366	48.9468	0.
-1.03029	49.0279	0.
-1.05695	49.1088	0.
-1.08365	49.1896	0.
-1.11039	49.2703	0.
-1.13716	49.3509	0.
-1.16397	49.4314	0.
-1.19082	49.5117	0.
-1.2177	49.5919	0.
-1.24463	49.672	0.
-1.27158	49.752	0.
-1.29858	49.8319	0.
-1.32561	49.9116	0.
-1.35268	49.9913	0.
-1.37978	50.0708	0.
-1.40692	50.1502	0.
-1.4341	50.2295	0.
-1.46131	50.3087	0.
-1.48856	50.3878	0.
-1.51584	50.4667	0.
-1.54316	50.5455	0.
-1.57051	50.6243	0.
-1.59791	50.7029	0.
-1.62533	50.7814	0.
-1.65279	50.8598	0.
-1.68029	50.938	0.
-1.70782	51.0162	0.
-1.73538	51.0942	0.
-1.76299	51.1721	0.
-1.79062	51.25	0.
-1.81829	51.3277	0.
-1.846	51.4053	0.
-1.87373	51.4828	0.
-1.90151	51.5601	0.
-1.92932	51.6374	0.
-1.95716	51.7145	0.
-1.98503	51.7916	0.
-2.01294	51.8685	0.
-2.04089	51.9453	0.
-2.06886	52.0221	0.
-2.09688	52.0987	0.
-2.12492	52.1751	0.
-2.153	52.2515	0.
-2.18111	52.3278	0.
-2.20925	52.404	0.
-2.23743	52.48	0.
-2.26564	52.556	0.
-2.29388	52.6318	0.
-2.32216	52.7076	0.
-2.35047	52.7832	0.
-2.37881	52.8587	0.
-2.40718	52.9342	0.
-2.43559	53.0095	0.
-2.46403	53.0847	0.
-2.4925	53.1598	0.
-2.521	53.2348	0.
-2.54954	53.3097	0.
-2.57811	53.3845	0.
-2.6067	53.4591	0.
-2.63533	53.5337	0.
-2.664	53.6082	0.
-2.69269	53.6826	0.
-2.72141	53.7568	0.
-2.75017	53.831	0.
-2.77896	53.905	0.
-2.80778	53.979	0.
-2.83662	54.0529	0.
-2.8655	54.1266	0.
-2.89442	54.2003	0.
-2.92336	54.2738	0.
-2.95233	54.3472	0.
-2.98133	54.4206	0.
-3.01036	54.4938	0.
-3.03943	54.567	0.
-3.06852	54.64	0.
-3.09764	54.713	0.
-3.1268	54.7858	0.
-3.15598	54.8585	0.
-3.18519	54.9312	0.
-3.21444	55.0037	0.
