Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	Dynamic
1.20738e-005	82823.7	1	0	1	3	3	1	2	2.83678	-0.18037	-2.5782	-2.8125	0.37037	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	80.	110432	0	
0.239542	4.17484	2	0	1	4	4	1	2	2.80417	-0.23037	-2.5782	-2.81013	0.739998	0.	8.72665e-004	1.	0.	8.72665e-004	1.	0.	3.	0.208742	5.e-002	80.	5.5554	0	
0.290396	19.6642	3	0	1	4	4	1	2	2.80268	-0.23037	-2.5782	-2.8098	1.11037	0.	8.72665e-004	1.	0.	8.72665e-004	1.	0.	0.	0.	5.e-002	80.	26.219	0	
0.33328	23.3191	4	0	1	4	4	1	3	2.79882	-0.401252	-2.5782	-2.80711	1.47999	0.	1.74533e-003	0.999998	0.	1.74533e-003	0.999998	0.	3.	1.16596	1.e-001	80.	31.0305	0	
0.35223	52.7682	5	0	2	4	4	2	3	2.7957	-0.401252	-2.5782	-2.80646	1.85036	0.	1.74533e-003	0.999998	0.	1.74533e-003	0.999998	0.	0.	0.	1.e-001	80.	70.3577	0	
0.369385	58.2927	6	0	2	4	4	2	3	2.79074	-0.451252	-2.5782	-2.80344	2.21999	0.	2.61799e-003	0.999997	0.	2.61799e-003	0.999997	0.	3.	2.91463	0.15	80.	77.5693	0	
0.387084	56.5022	7	0	2	5	5	2	3	2.78782	-0.451252	-2.5782	-2.80247	2.59036	0.	2.61799e-003	0.999997	0.	2.61799e-003	0.999997	0.	0.	0.	0.15	80.	75.3362	0	
0.404015	59.0617	8	0	2	5	5	2	3	2.78254	-0.501252	-2.5782	-2.79913	2.95998	0.	3.49065e-003	0.999994	0.	3.49065e-003	0.999994	0.	3.	2.95309	0.2	80.	78.5926	0	
0.420109	62.1357	9	0	2	5	5	2	4	2.7793	-0.622598	-2.5782	-2.79784	3.33034	0.	3.49065e-003	0.999994	0.	3.49065e-003	0.999994	0.	0.	0.	0.2	80.	82.8475	0	
0.436025	62.8274	10	0	3	5	5	3	4	2.77223	-0.672598	-2.5782	-2.79417	3.69996	0.	4.36331e-003	0.99999	0.	4.36331e-003	0.99999	0.	3.	3.14137	0.25	80.	83.6035	0	
0.453029	58.8101	11	0	3	5	5	3	4	2.76788	-0.672598	-2.5782	-2.79256	4.07033	0.	4.36331e-003	0.99999	0.	4.36331e-003	0.99999	0.	0.	0.	0.25	80.	78.4135	0	
0.470072	58.6768	12	0	3	6	6	3	4	2.76116	-0.722598	-2.5782	-2.78857	4.43994	0.	5.23596e-003	0.999986	0.	5.23596e-003	0.999986	0.	3.	2.93384	0.3	80.	78.0804	0	
0.486051	62.5817	13	0	3	6	6	3	5	2.75649	-0.844421	-2.5782	-2.78663	4.81031	0.	5.23596e-003	0.999986	0.	5.23596e-003	0.999986	0.	0.	0.	0.3	80.	83.4422	0	
0.503017	58.9398	14	0	3	6	6	3	5	2.74859	-0.894421	-2.5782	-2.78232	5.17992	0.	6.10861e-003	0.999981	0.	6.10861e-003	0.999981	0.	3.	2.94699	0.35	80.	78.4304	0	
0.520071	58.6394	15	0	4	6	6	4	5	2.74281	-0.894421	-2.5782	-2.78006	5.55028	0.	6.10861e-003	0.999981	0.	6.10861e-003	0.999981	0.	0.	0.	0.35	80.	78.1858	0	
0.537009	59.0386	16	0	4	6	7	4	5	2.73467	-0.944421	-2.5782	-2.77543	5.91989	0.	6.98126e-003	0.999976	0.	6.98126e-003	0.999976	0.	3.	2.95193	0.4	80.	78.5618	0	
0.554018	58.7913	17	0	4	7	7	4	5	2.72856	-0.944421	-2.5782	-2.77284	6.29025	0.	6.98126e-003	0.999976	0.	6.98126e-003	0.999976	0.	0.	0.	0.4	80.	78.3884	0	
0.571031	58.7809	18	0	4	7	7	4	6	2.7201	-1.11672	-2.5782	-2.76789	6.65985	0.	7.8539e-003	0.999969	0.	7.8539e-003	0.999969	0.	3.	2.93904	0.45	80.	78.2189	0	
0.587037	62.4755	19	0	4	7	7	4	6	2.7126	-1.11672	-2.5782	-2.76498	7.03021	0.	7.8539e-003	0.999969	0.	7.8539e-003	0.999969	0.	0.	0.	0.45	80.	83.3006	0	
0.603098	62.2629	20	0	5	7	7	5	6	2.70302	-1.16672	-2.5782	-2.7597	7.39981	0.	8.72654e-003	0.999962	0.	8.72654e-003	0.999962	0.	3.	3.11315	0.5	80.	82.8525	0	
0.620052	58.9839	21	0	5	8	8	5	6	2.69548	-1.16672	-2.5782	-2.75647	7.77016	0.	8.72654e-003	0.999962	0.	8.72654e-003	0.999962	0.	0.	0.	0.5	80.	78.6452	0	
0.637086	58.7028	22	0	5	8	8	5	6	2.68558	-1.21672	-2.5782	-2.75087	8.13976	0.	9.59916e-003	0.999954	0.	9.59916e-003	0.999954	0.	3.	2.93514	0.55	80.	78.115	0	
0.654036	58.9986	23	0	5	8	8	5	7	2.67772	-1.33946	-2.5782	-2.74732	8.51011	0.	9.59916e-003	0.999954	0.	9.59916e-003	0.999954	0.	0.	0.	0.55	80.	78.6648	0	
0.671094	58.6238	24	0	5	8	8	6	7	2.6662	-1.38946	-2.5782	-2.7414	8.8797	0.	1.04718e-002	0.999945	0.	1.04718e-002	0.999945	0.	3.	2.93119	0.6	80.	78.0099	0	
0.688038	59.0165	25	0	6	8	8	6	7	2.65721	-1.38946	-2.5782	-2.73752	9.25005	0.	1.04718e-002	0.999945	0.	1.04718e-002	0.999945	0.	0.	0.	0.6	80.	78.6886	0	
