Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	HA	AccumulativeHeading(Y)	Speed
4.32726	58.771	68	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.3442	59.036	69	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.36122	58.7668	70	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.37807	59.3448	71	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.39563	56.9337	72	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.41265	58.7626	73	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.42943	59.6042	74	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.44643	58.8284	75	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.46339	58.9509	76	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.48043	58.6794	77	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.49743	58.8211	78	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.5144	58.932	79	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.53143	58.7095	80	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.54843	58.8388	81	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.56544	58.8033	82	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.58243	58.8367	83	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.5994	58.9404	84	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.61646	58.5953	85	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.63344	58.9037	86	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.64946	62.4363	87	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.66637	59.1287	88	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.6834	58.7283	89	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.70094	57.016	90	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.71809	58.2973	91	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.73533	58.0145	92	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.75224	59.1118	93	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.78517	30.3707	94	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.80287	56.4929	95	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.8196	59.7742	96	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.83693	57.7173	97	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.85345	60.5101	98	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.87045	58.8399	99	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.88745	58.819	100	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.90445	58.8367	101	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.92145	58.8179	102	0	1	3	3	1	2	1.97704e-006	2.35733e-004	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	
4.93845	58.8232	103	0	1	3	3	1	2	2.20561e-006	2.35733e-004	0.	0.	5.55556e-002	0.	0.	1.	0.	0.	0.	12.	
4.95543	58.8796	104	0	1	3	3	1	2	2.43418e-006	2.35733e-004	0.	0.	0.111111	0.	0.	1.	0.	0.	0.	12.	
4.97145	62.4187	105	0	1	3	3	1	2	2.66276e-006	2.35733e-004	0.	0.	0.166667	0.	0.	1.	0.	0.	0.	12.	
4.98832	59.2821	106	0	1	3	3	1	2	2.89133e-006	2.35733e-004	0.	0.	0.222222	0.	0.	1.	0.	0.	0.	12.	
5.00524	59.115	107	0	1	3	3	1	2	3.1199e-006	2.35733e-004	0.	0.	0.277778	0.	0.	1.	0.	0.	0.	12.	
5.02222	58.8828	108	0	1	3	3	1	2	3.34847e-006	2.35733e-004	0.	0.	0.333333	0.	0.	1.	0.	0.	0.	12.	
5.03944	58.0765	109	0	1	3	3	1	2	3.57705e-006	2.35733e-004	0.	0.	0.388889	0.	0.	1.	0.	0.	0.	12.	
5.05618	59.7278	110	0	1	3	3	1	2	3.80562e-006	2.35733e-004	0.	0.	0.444444	0.	0.	1.	0.	0.	0.	12.	
5.07303	59.3639	111	0	1	3	3	1	2	4.03419e-006	2.35733e-004	0.	0.	0.5	0.	0.	1.	0.	0.	0.	12.	
5.08998	58.9929	112	0	1	3	3	1	2	4.26277e-006	2.35733e-004	0.	0.	0.555556	0.	0.	1.	0.	0.	0.	12.	
5.10692	59.0128	113	0	1	3	3	1	2	4.49134e-006	2.35733e-004	0.	0.	0.611111	0.	0.	1.	0.	0.	0.	12.	
5.12416	58.0165	114	0	1	3	3	1	2	4.71991e-006	2.35733e-004	0.	0.	0.666667	0.	0.	1.	0.	0.	0.	12.	
5.14135	58.1714	115	0	1	3	3	1	2	4.94848e-006	2.35733e-004	0.	0.	0.722222	0.	0.	1.	0.	0.	0.	12.	
5.15805	59.8822	116	0	1	3	3	1	2	5.17706e-006	2.35733e-004	0.	0.	0.777778	0.	0.	1.	0.	0.	0.	12.	
5.17495	59.1815	117	0	1	3	3	1	2	5.40563e-006	2.35733e-004	0.	0.	0.833333	0.	0.	1.	0.	0.	0.	12.	
5.19167	59.8076	118	0	1	3	3	1	2	5.6342e-006	2.35733e-004	0.	0.	0.888889	0.	0.	1.	0.	0.	0.	12.	
5.20878	58.4444	119	0	1	3	3	1	2	5.86277e-006	2.35733e-004	0.	0.	0.944444	0.	0.	1.	0.	0.	0.	12.	
5.2257	59.0918	120	0	1	3	3	1	2	6.09135e-006	2.35733e-004	0.	0.	1.	0.	0.	1.	0.	0.	0.	12.	
5.24256	59.3118	121	0	1	3	3	1	2	6.31992e-006	2.35733e-004	0.	0.	1.05556	0.	0.	1.	0.	0.	0.	12.	
5.25961	58.6451	122	0	1	3	3	1	2	6.54849e-006	2.35733e-004	0.	0.	1.11111	0.	0.	1.	0.	0.	0.	12.	
5.27672	58.4671	123	0	1	3	3	1	2	6.77707e-006	2.35733e-004	0.	0.	1.16667	0.	0.	1.	0.	0.	0.	12.	
5.29347	59.6826	124	0	1	3	3	1	2	7.00564e-006	2.35733e-004	0.	0.	1.22222	0.	0.	1.	0.	0.	0.	12.	
5.3103	59.4225	125	0	1	3	3	1	2	7.23421e-006	2.35733e-004	0.	0.	1.27778	0.	0.	1.	0.	0.	0.	12.	
5.32725	59.0065	126	0	1	3	3	1	2	7.46278e-006	2.35733e-004	0.	0.	1.33333	0.	0.	1.	0.	0.	0.	12.	
5.34423	58.8775	127	0	1	3	3	1	2	7.69136e-006	2.35733e-004	0.	0.	1.38889	0.	0.	1.	0.	0.	0.	12.	
5.36114	59.1466	128	0	1	3	3	1	2	7.91993e-006	2.35733e-004	0.	0.	1.44444	0.	0.	1.	0.	0.	0.	12.	
5.37808	59.036	129	0	1	3	3	1	2	8.1485e-006	2.35733e-004	0.	0.	1.5	0.	0.	1.	0.	0.	0.	12.	
5.39566	56.8858	130	0	1	3	3	1	2	8.37707e-006	2.35733e-004	0.	0.	1.55556	0.	0.	1.	0.	0.	0.	12.	
5.41247	59.4801	131	0	1	3	3	1	2	8.60565e-006	2.35733e-004	0.	0.	1.61111	0.	0.	1.	0.	0.	0.	12.	
5.42947	58.8096	132	0	1	3	3	1	2	9.06279e-006	2.35733e-004	0.	0.	1.72222	0.	0.	1.	0.	0.	0.	24.	
5.44647	58.8378	133	0	1	4	4	1	2	9.51994e-006	2.35733e-004	0.	0.	1.83333	0.	0.	1.	0.	0.	0.	24.	
5.46347	58.8085	134	0	1	4	4	1	3	1.02057e-005	6.35203e-004	0.	0.	2.	0.	0.	1.	0.	0.	0.	36.	
5.48048	58.8158	135	0	2	4	4	2	3	1.23789e-005	6.35203e-004	0.	0.	2.16667	0.	0.	1.	0.	0.	0.	36.	
5.49748	58.82	136	0	2	4	4	2	3	1.48425e-005	6.35203e-004	0.	0.	2.38889	0.	0.	1.	0.	0.	0.	48.	
5.51443	58.9792	137	0	2	4	4	2	3	1.73062e-005	6.35203e-004	0.	0.	2.61111	0.	0.	1.	0.	0.	0.	48.	
5.53148	58.6659	138	0	2	4	4	2	3	2.03857e-005	6.35203e-004	0.	0.	2.88889	0.	0.	1.	0.	0.	0.	60.	
5.54846	58.8671	139	0	2	4	4	2	3	2.34653e-005	6.35203e-004	0.	0.	3.16667	0.	0.	1.	0.	0.	0.	60.	
5.56546	58.8399	140	0	2	4	4	2	3	2.65448e-005	6.35203e-004	0.	0.	3.44444	0.	0.	1.	0.	0.	0.	60.	
5.58248	58.7501	141	0	2	4	4	2	3	2.96244e-005	6.35203e-004	0.	0.	3.72222	0.	0.	1.	0.	0.	0.	60.	
5.59948	58.8252	142	0	2	5	5	2	3	3.27039e-005	6.35203e-004	0.	0.	4.	0.	0.	1.	0.	0.	0.	60.	
5.61648	58.8158	143	0	2	5	5	2	4	3.57835e-005	1.26003e-003	0.	0.	4.27778	0.	0.	1.	0.	0.	0.	60.	
5.63249	62.4705	144	0	3	5	5	3	4	4.40233e-005	1.26003e-003	0.	0.	4.55556	0.	0.	1.	0.	0.	0.	60.	
5.64944	59.0013	145	0	3	5	5	3	4	5.01321e-005	1.26003e-003	0.	0.	4.83333	0.	0.	1.	0.	0.	0.	60.	
5.66636	59.0876	146	0	3	5	5	3	4	5.62408e-005	1.26003e-003	0.	0.	5.11111	0.	0.	1.	0.	0.	0.	60.	
5.68323	59.2768	147	0	3	5	5	3	4	6.23496e-005	1.26003e-003	0.	0.	5.38889	0.	0.	1.	0.	0.	0.	60.	
5.70017	59.0286	148	0	3	5	5	3	4	6.84584e-005	1.26003e-003	0.	0.	5.66667	0.	0.	1.	0.	0.	0.	60.	
5.71781	56.694	149	0	3	5	5	3	4	7.45672e-005	1.26003e-003	0.	0.	5.94444	0.	0.	1.	0.	0.	0.	60.	
5.7345	59.9429	150	0	3	6	6	3	5	8.06759e-005	2.08243e-003	0.	0.	6.22222	0.	0.	1.	0.	0.	0.	60.	
5.75137	59.244	151	0	4	6	6	4	5	9.11421e-005	2.08243e-003	0.	0.	6.5	0.	0.	1.	0.	0.	0.	60.	
5.76884	57.2614	152	0	4	6	6	4	5	1.01238e-004	2.08243e-003	0.	0.	6.77778	0.	0.	1.	0.	0.	0.	60.	
5.78548	60.0777	153	0	4	6	6	4	5	1.11334e-004	2.08243e-003	0.	0.	7.05556	0.	0.	1.	0.	0.	0.	60.	
5.80301	57.0533	154	0	4	6	6	4	5	1.2143e-004	2.08243e-003	0.	0.	7.33333	0.	0.	1.	0.	0.	0.	60.	
5.81982	59.479	155	0	4	6	6	4	5	1.31526e-004	2.08243e-003	0.	0.	7.61111	0.	0.	1.	0.	0.	0.	60.	
5.83695	58.4021	156	0	4	6	6	4	5	1.41622e-004	2.08243e-003	0.	0.	7.88889	0.	0.	1.	0.	0.	0.	60.	
5.85384	59.1815	157	0	4	7	7	4	5	1.51718e-004	2.08243e-003	0.	0.	8.16667	0.	0.	1.	0.	0.	0.	60.	
5.87072	59.2429	158	0	4	7	7	4	6	1.61814e-004	3.1328e-003	0.	0.	8.44444	0.	0.	1.	0.	0.	0.	60.	
5.8875	59.6128	159	0	5	7	7	5	6	1.79731e-004	3.1328e-003	0.	0.	8.72222	0.	0.	1.	0.	0.	0.	60.	
5.90428	59.6032	160	0	5	7	7	5	6	1.94919e-004	3.1328e-003	0.	0.	9.	0.	0.	1.	0.	0.	0.	60.	
5.9215	58.0735	161	0	5	7	7	5	6	2.10107e-004	3.1328e-003	0.	0.	9.27778	0.	0.	1.	0.	0.	0.	60.	
5.93852	58.7303	162	0	5	7	7	5	6	2.25296e-004	3.1328e-003	0.	0.	9.55556	0.	0.	1.	0.	0.	0.	60.	
5.95549	58.9299	163	0	5	7	7	5	6	2.40484e-004	3.1328e-003	0.	0.	9.83333	0.	0.	1.	0.	0.	0.	60.	
5.9715	62.4811	164	0	5	8	8	5	6	2.55672e-004	3.1328e-003	0.	0.	10.1111	0.	0.	1.	0.	0.	0.	60.	
5.9883	59.509	165	0	5	8	8	5	7	2.7086e-004	4.40274e-003	0.	0.	10.3889	0.	0.	1.	0.	0.	0.	60.	
6.00531	58.7887	166	0	6	8	8	6	7	3.13751e-004	4.40274e-003	0.	0.	10.9444	0.	0.	1.	0.	0.	0.	60.	
6.02273	57.3943	167	0	6	8	8	6	7	3.35096e-004	4.40274e-003	0.	0.	11.2222	0.	0.	1.	0.	0.	0.	60.	
6.0395	59.6397	168	0	6	8	8	6	7	3.56441e-004	4.40274e-003	0.	0.	11.5	0.	0.	1.	0.	0.	0.	60.	
6.0565	58.843	169	0	6	8	8	6	7	3.77786e-004	4.40274e-003	0.	0.	11.7778	0.	0.	1.	0.	0.	0.	60.	
6.0735	58.8033	170	0	6	8	8	6	7	3.99131e-004	4.40274e-003	0.	0.	12.0556	0.	0.	1.	0.	0.	0.	60.	
6.09047	58.9194	171	0	6	9	9	6	7	4.20476e-004	4.40274e-003	0.	0.	12.3333	0.	0.	1.	0.	0.	0.	60.	
6.1075	58.7251	172	0	6	9	9	6	8	4.41821e-004	5.89687e-003	0.	0.	12.6111	0.	0.	1.	0.	0.	0.	60.	
6.1244	59.1815	173	0	7	9	9	7	8	4.74628e-004	5.89687e-003	0.	0.	12.8889	0.	0.	1.	0.	0.	0.	60.	
6.1415	58.4774	174	0	7	9	9	7	8	5.03217e-004	5.89687e-003	0.	0.	13.1667	0.	0.	1.	0.	0.	0.	60.	
6.15848	58.9026	175	0	7	9	9	7	8	5.31806e-004	5.89687e-003	0.	0.	13.4444	0.	0.	1.	0.	0.	0.	60.	
6.17517	59.8996	176	0	7	9	9	7	8	5.60395e-004	5.89687e-003	0.	0.	13.7222	0.	0.	1.	0.	0.	0.	60.	
6.19192	59.7009	177	0	7	9	9	7	8	5.88984e-004	5.89687e-003	0.	0.	14.	0.	0.	1.	0.	0.	0.	60.	
6.20874	59.4449	178	0	7	10	10	7	8	6.17572e-004	5.89687e-003	0.	0.	14.2778	0.	0.	1.	0.	0.	0.	60.	
6.226	57.9516	179	0	7	10	10	7	9	6.46161e-004	7.6266e-003	0.	0.	14.5556	0.	0.	1.	0.	0.	0.	60.	
6.24348	57.207	180	0	8	10	10	8	9	6.84688e-004	7.6266e-003	0.	0.	14.8333	0.	0.	1.	0.	0.	0.	60.	
6.25948	62.5224	181	0	8	10	10	8	9	7.21663e-004	7.6266e-003	0.	0.	15.1111	0.	0.	1.	0.	0.	0.	60.	
6.27686	57.5219	182	0	8	10	10	8	9	7.58638e-004	7.6266e-003	0.	0.	15.3889	0.	0.	1.	0.	0.	0.	60.	
6.29354	59.9548	183	0	8	10	10	8	9	7.95613e-004	7.6266e-003	0.	0.	15.6667	0.	0.	1.	0.	0.	0.	60.	
6.31034	59.5218	184	0	8	10	10	8	9	8.32587e-004	7.6266e-003	0.	0.	15.9444	0.	0.	1.	0.	0.	0.	60.	
6.32726	59.0897	185	0	8	11	11	8	9	8.69562e-004	7.6266e-003	0.	0.	16.2222	0.	0.	1.	0.	0.	0.	60.	
6.34423	58.9488	186	0	8	11	11	8	9	9.06537e-004	7.6266e-003	0.	0.	16.5	0.	0.	1.	0.	0.	0.	60.	
6.3612	58.9288	187	0	8	11	11	8	10	9.43512e-004	9.59011e-003	0.	0.	16.7778	0.	0.	1.	0.	0.	0.	60.	
6.3781	59.1572	188	0	9	11	11	9	10	9.98009e-004	9.59011e-003	0.	0.	17.0556	0.	0.	1.	0.	0.	0.	60.	
6.39567	56.9092	189	0	9	11	11	9	10	1.0445e-003	9.59011e-003	0.	0.	17.3333	0.	0.	1.	0.	0.	0.	60.	
6.41251	59.3799	190	0	9	11	11	9	10	1.091e-003	9.59011e-003	0.	0.	17.6111	0.	0.	1.	0.	0.	0.	60.	
6.42952	58.8096	191	0	9	11	11	9	10	1.13749e-003	9.59011e-003	0.	0.	17.8889	0.	0.	1.	0.	0.	0.	60.	
6.44651	58.842	192	0	9	11	11	9	10	1.18399e-003	9.59011e-003	0.	0.	18.1667	0.	0.	1.	0.	0.	0.	60.	
