Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	AccumulativeHeading(Y)	Speed	Dynamic
2.9883e-004	3346.38	1	0	1	28	28	1	14	2.8125	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.341594	2.93002	2	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.391478	20.0465	3	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.420275	34.7259	4	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.440583	49.2422	5	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.458961	54.4136	6	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.482639	42.2324	7	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.499984	57.6541	8	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.517725	56.3671	9	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.539351	46.2395	10	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.556299	59.0065	11	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.574049	56.3364	12	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.590162	62.0606	13	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.608648	54.0964	14	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.628124	51.3448	15	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.645697	56.9064	16	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.663913	54.896	17	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.685058	47.2916	18	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.701143	62.1701	19	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
