Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	Dynamic
3.01846e-005	33129.5	1	0	1	3	3	1	2	2.8125	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.236284	4.23274	2	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.32228	11.6284	3	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.338251	62.6136	4	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.355272	58.7506	5	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.372285	58.7809	6	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.389298	58.7777	7	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.405279	62.5734	8	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.4223	58.7517	9	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.439327	58.7288	10	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.456315	58.8676	11	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.473324	58.7903	12	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.490359	58.7038	13	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.507293	59.0522	14	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.524269	58.9063	15	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.545432	47.2522	16	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.562271	59.3867	17	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.578259	62.5474	18	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.595365	58.4573	19	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.611263	62.9025	20	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.628406	58.3338	21	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.645285	59.2455	22	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.662275	58.8561	23	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.678245	62.6172	24	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.695264	58.7579	25	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
0.711279	62.4437	26	0	1	3	3	1	2	2.80887	-0.18037	4.23719	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
