Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	Dynamic		
2.35443e-005	42473.2	1	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.8125	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
1.96351	0.509299	2	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.00746	22.7523	3	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.05119	22.8688	4	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.12485	13.5753	5	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.14746	44.2341	6	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.16924	45.9074	7	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.18885	50.9922	8	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.21575	37.1715	9	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.24219	37.8255	10	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.26025	55.3832	11	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.291	32.5187	12	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.30885	56.0124	13	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.34145	30.6754	14	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.35936	55.8462	15	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.38553	38.2068	16	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.41205	37.7028	17	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.42984	56.2149	18	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.45939	33.8463	19	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.47988	48.791	20	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.50967	33.5658	21	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.52691	58.0286	22	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
2.55965	30.5405	23	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
