Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	Dynamic	USRHIT	
2.56575e-005	38975.	1	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.183419	5.45275	2	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.239036	17.9802	3	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.27598	27.0684	4	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.292534	60.4053	5	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.309543	58.7951	6	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.326527	58.8777	7	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.343587	58.6183	8	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.36057	58.8819	9	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.379378	53.1667	10	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.396641	57.9275	11	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.413589	59.0067	12	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.430548	58.9657	13	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.447639	58.5085	14	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.464621	58.8871	15	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.481541	59.1025	16	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.111339	2.7156	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
