Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	CustomDither	DAngle	swAngle	swNoDead	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	radius	radiusR	radiusL	Dynamic	USRHIT	SCORE	toOBS	
4.25604e-005	23496.	1	0	(0)1	(0)3	(0)3	(0)1	(0)2	0.	0.	0.	23.061	23.061	-1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.52864	0.654195	2	0	(0)1	(0)3	(0)3	(0)1	(0)2	-1.875	-1.875	0.	-38.6731	-38.6731	-1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.75942	4.33301	3	0	(0)1	(0)3	(0)3	(0)1	(0)2	-1.875	-1.875	0.	-37.7355	-37.7355	-1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.77596	60.4727	4	0	(0)1	(0)3	(0)3	(0)1	(0)2	-1.875	-1.875	0.	-37.7355	-37.7355	-1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.79324	57.8588	5	0	(0)1	(0)3	(0)3	(0)1	(0)2	-1.875	-1.875	0.	-37.7355	-37.7355	-1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.80997	59.7809	6	0	(0)1	(0)3	(0)3	(0)1	(0)2	-1.875	-1.875	0.	-37.7355	-37.7355	-1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.82599	62.4341	7	0	(0)1	(0)3	(0)3	(0)1	(0)2	-1.875	-1.875	0.	-37.7355	-37.7355	-1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.86905	23.2229	8	0	(0)1	(0)3	(0)3	(0)1	(0)2	-1.875	-1.875	0.	-37.7355	-37.7355	-1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.88597	59.1121	9	0	(0)1	(0)3	(0)3	(0)1	(0)2	-1.875	-1.875	0.	-37.7355	-37.7355	-1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
1.90299	58.7348	10	0	(0)1	(0)3	(0)3	(0)1	(0)2	-1.875	-1.875	0.	-37.7355	-37.7355	-1.875	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
