Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	AccumulativeHeading(Y)	Speed	Dynamic
5.13444e-004	1947.63	1	0	1	12	10	1	5	2.8125	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.451413	2.21779	2	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.490565	25.5416	3	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.506827	61.4916	4	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.522791	62.6415	5	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.538831	62.3444	6	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.555896	58.5984	7	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.57197	62.2144	8	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.588839	59.2789	9	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.605812	58.9183	10	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.621814	62.4926	11	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.638808	58.844	12	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.655815	58.7991	13	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.672811	58.8367	14	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.689813	58.8179	15	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.706801	58.8629	16	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.722951	61.9191	17	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.739812	59.3097	18	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.756817	58.8075	19	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.772817	62.4973	20	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.789812	58.8419	21	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.806816	58.8085	22	0	1	12	10	1	5	2.85114	1.51522	-2.81259	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
