Time	ExpDuration	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	CustomDither	DAngle	swAngle	swNoDead	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	radius	radiusR	radiusL	Dynamic	USRHIT	SCORE	STEERING	TurningRadius	TX	TY	TZ	toOBS	
0.600011	0.	61.0733	11	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.616766	0.	59.6809	12	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.632873	0.	62.0879	13	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.655968	0.	43.2982	14	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.677478	0.	46.4914	15	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.694322	0.	59.3655	16	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.710829	0.	60.5824	17	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.727602	0.	59.6207	18	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.744433	0.	59.411	19	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.763462	0.	52.5537	20	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.783524	0.	49.8445	21	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.800021	0.	60.6184	22	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.817035	0.	58.7736	23	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.843124	0.	38.3305	24	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.863399	0.	49.3213	25	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.893886	0.	32.8012	26	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.910785	0.	59.1731	27	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.943016	0.	31.0264	28	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.963042	0.	49.9365	29	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
0.98464	0.	46.2988	30	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.00163	0.	58.8491	31	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.03334	0.	31.5396	32	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.0634	0.	33.2636	33	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.08336	0.	50.098	34	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.10008	0.	59.832	35	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.1171	0.	58.7536	36	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.13411	0.	58.7705	37	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.15063	0.	60.535	38	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.16766	0.	58.7367	39	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.19315	0.	39.233	40	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.20953	0.	61.0235	41	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.22604	0.	60.5775	42	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.24256	0.	60.5269	43	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.25957	0.	58.789	44	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.27756	0.	55.6005	45	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.29534	0.	56.2226	46	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.31212	0.	59.5923	47	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.3333	0.	47.2305	48	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.36338	0.	33.237	49	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.38348	0.	49.7694	50	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.39994	0.	60.7413	51	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.41646	0.	60.5334	52	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.44308	0.	37.5613	53	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.45959	0.	60.5938	54	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.48318	0.	42.3823	55	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.50018	0.	58.8198	56	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.5172	0.	58.7705	57	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.53364	0.	60.8219	58	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.55061	0.	58.934	59	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.57306	0.	44.5397	60	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.58948	0.	60.8895	61	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.61306	0.	42.4079	62	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.62996	0.	59.1669	63	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.64638	0.	60.9291	64	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.66323	0.	59.3435	65	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.68332	0.	49.7793	66	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
1.7139	0.	32.6971	67	0	(0)22	(0)26	(0)26	(0)22	(0)24	-3.74252	-3.74252	-3.61974	0.	0.	-4.42317	19.9864	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	333.657	358.935	310.363	1	-1	0.	1	-2.	-2.	-2.	-2.	19.1271,14.1892,4.83674,3.16628,-21.9508,-17.7579,-14.0493,-11.3108,-10.3428,	
