Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	HA	AccumulativeHeading(Y)	Speed	Dynamic
2.26393e-005	44171.	1	0	1	3	3	1	2	2.8125	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.362978	2.75516	2	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.443339	12.444	3	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.460201	59.3037	4	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.477194	58.8475	5	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.494202	58.7974	6	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.511195	58.8465	7	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.527208	62.4483	8	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.543188	62.5805	9	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.560264	58.5604	10	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.577205	59.0289	11	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.594219	58.7745	12	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.610199	62.5769	13	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.627193	58.8465	14	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.644191	58.8298	15	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.660192	62.4978	16	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.677225	58.7068	17	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.694196	58.925	18	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.710262	62.243	19	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.727196	59.0542	20	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.744251	58.633	21	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.761231	58.8936	22	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.77823	58.8266	23	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.795228	58.8298	24	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.812228	58.8235	25	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.829243	58.7713	26	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.846225	58.8852	27	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.863266	58.6828	28	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.879246	62.5793	29	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.896243	58.835	30	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.912236	62.5273	31	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.929238	58.8151	32	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.946236	58.8308	33	0	1	3	3	1	2	2.81248	-1.58704e-003	0.	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
