Time	ExpDuration	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	CustomDither	DAngle	swAngle	swNoDead	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	radius	radiusR	radiusL	Dynamic	USRHIT	SCORE	STEERING	TurningRadius	TX	TY	TZ	toOBS	
1.5321	0.	58.9792	79	0	(0)1	(0)17	(0)17	(0)1	(0)7	-6.93889e-018	-6.93889e-018	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
1.54909	0.	58.842	80	0	(0)1	(0)17	(0)17	(0)1	(0)7	-6.93889e-018	-6.93889e-018	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
1.56508	0.	62.5375	81	0	(0)1	(0)17	(0)17	(0)1	(0)7	-6.93889e-018	-6.93889e-018	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
1.58209	0.	58.7918	82	0	(0)1	(0)17	(0)17	(0)1	(0)7	-6.93889e-018	-6.93889e-018	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
1.59909	0.	58.842	83	0	(0)1	(0)17	(0)17	(0)1	(0)7	-6.93889e-018	-6.93889e-018	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
1.61609	0.	58.8106	84	0	(0)1	(0)17	(0)17	(0)1	(0)7	-6.93889e-018	-6.93889e-018	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
1.63209	0.	62.5233	85	0	(0)1	(0)17	(0)17	(0)1	(0)7	-6.93889e-018	-6.93889e-018	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
1.67639	0.	22.569	86	0	(0)1	(0)17	(0)17	(0)1	(0)7	-6.93889e-018	-6.93889e-018	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
1.69442	0.	55.463	87	0	(0)1	(0)17	(0)17	(0)1	(0)7	-6.93889e-018	-6.93889e-018	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
1.71109	0.	60.0123	88	0	(0)1	(0)17	(0)17	(0)1	(0)7	-6.93889e-018	-6.93889e-018	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.		
