Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	Dynamic		
2.08291e-005	48009.8	1	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.8125	-0.287486	-1.17191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.710474	1.40755	2	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	-1.17191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.740104	33.7501	3	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	-1.17191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.759683	51.075	4	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	-1.17191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.895725	7.35064	5	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	-1.17191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.913231	57.1249	6	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	-1.17191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.930246	58.7698	7	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	-1.17191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.94724	58.846	8	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	-1.17191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.963245	62.4809	9	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	-1.17191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.980239	58.8449	10	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80627	-0.287486	-1.17191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
