Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	AccumulativeHeading(Y)	Speed	Dynamic
3.09395e-004	3232.12	1	0	1	28	28	1	14	2.8125	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.314012	3.18774	2	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.363762	20.1003	3	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.395318	31.6898	4	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.411455	61.9701	5	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.428154	59.8843	6	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.444453	61.3504	7	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.46146	58.8002	8	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.478467	58.8012	9	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.495454	58.867	10	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.51246	58.8043	11	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.529462	58.8148	12	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.546491	58.7241	13	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.564642	55.0923	14	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.581687	58.6679	15	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.601112	51.4812	16	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.621669	48.645	17	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.639154	57.1903	18	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.658149	52.647	19	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.67546	57.7657	20	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.692463	58.8148	21	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.709466	58.8116	22	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.725466	62.502	23	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.741487	62.4184	24	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.758482	58.8409	25	0	1	28	28	1	14	2.83961	1.35424	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
