Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	HA	AccumulativeHeading(Y)	Speed	Dynamic
3.65248e-005	27378.7	1	0	1	3	3	1	2	2.8125	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.320326	3.12218	2	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.380764	16.5458	3	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.397547	59.5821	4	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.41455	58.8141	5	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.431542	58.8507	6	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.448543	58.8204	7	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.465546	58.8141	8	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.482543	58.8329	9	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.499547	58.811	10	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.516542	58.8413	11	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.533538	58.835	12	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.550552	58.7765	13	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.567545	58.8465	14	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.584548	58.8151	15	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
0.601541	58.8475	16	0	1	3	3	1	2	2.81248	-1.58704e-003	-3.9845	-2.8125	0.	0.	0.	1.	0.	0.	0.	0.	0	
