Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	CustomDither	DAngle	swAngle	swNoDead	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	radius	radiusR	radiusL	Dynamic	USRHIT	SCORE	toOBS	
1.12589e-003	888.187	1	0	(0)1	(0)3	(0)3	(0)1	(0)2	0.	0.	0.	0.	0.	-3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
13.2479	7.54899e-002	2	0	(0)1	(0)3	(0)3	(0)1	(0)2	-3.75	-3.75	0.	0.	0.	-3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
13.4954	4.04017	3	0	(0)1	(0)3	(0)3	(0)1	(0)2	-3.75	-3.75	0.	0.	0.	-3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
13.6526	6.36386	4	0	(0)1	(0)3	(0)3	(0)1	(0)2	-3.75	-3.75	0.	0.	0.	-3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
13.6785	38.5899	5	0	(0)1	(0)3	(0)3	(0)1	(0)2	-3.75	-3.75	0.	0.	0.	-3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
13.71	31.77	6	0	(0)1	(0)3	(0)3	(0)1	(0)2	-3.75	-3.75	0.	0.	0.	-3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
13.7402	33.06	7	0	(0)1	(0)3	(0)3	(0)1	(0)2	-3.75	-3.75	0.	0.	0.	-3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
16.4507	0.368939	8	0	(0)1	(0)3	(0)3	(0)1	(0)2	-3.75	-3.75	0.	-5.39079	0.	-3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
16.4983	20.9868	9	0	(0)1	(0)3	(0)3	(0)1	(0)2	-3.75	-3.75	0.	-5.39079	0.	-3.75	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.		
17.6404	0.875633	10	0	(0)1	(0)3	(0)3	(0)1	(0)2	-3.75	-3.75	0.	-5.39079	0.	-3.75	0.661791	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	50.	2.08615	-1.	-1.	-1.	1	-1	0.		
17.7341	10.6756	11	0	(0)10	(0)12	(0)12	(0)10	(0)11	-3.75	-3.75	0.	-5.39079	0.	-3.75	16.5233	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	50.	609.592	-1.	-1.	-1.	1	-1	0.		
17.7513	58.0616	12	0	(0)10	(0)13	(0)13	(0)10	(0)12	-3.75	-3.75	0.	-5.39079	0.	-3.75	17.8243	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	50.	271.937	-1.	-1.	-1.	1	-1	0.		
