Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	AccumulativeHeading(Y)	Speed	Dynamic
3.06074e-004	3267.18	1	0	1	12	10	1	5	2.8125	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.31349	3.19301	2	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.34909	28.0896	3	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.366038	59.0044	4	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.383034	58.8357	5	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.400041	58.8023	6	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.416059	62.4266	7	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.433033	58.9141	8	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.45004	58.8012	9	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.467039	58.8273	10	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.483041	62.489	11	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.499041	62.502	12	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.515045	62.4855	13	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.531056	62.4561	14	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.548053	58.8336	15	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.564042	62.5445	16	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.580038	62.515	17	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.597039	58.82	18	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.613038	62.5032	19	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.629038	62.4985	20	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.646038	58.8231	21	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.662046	62.4702	22	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.678052	62.4773	23	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.695048	58.8357	24	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.712059	58.7866	25	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.729053	58.8461	26	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.746049	58.8367	27	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.763048	58.8273	28	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.780042	58.8419	29	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.797054	58.7835	30	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.813048	62.5244	31	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.830041	58.8461	32	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.847057	58.7699	33	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.86405	58.8472	34	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.881055	58.8043	35	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.897055	62.5008	36	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.914044	58.8608	37	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.931045	58.82	38	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.948053	58.797	39	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.964046	62.528	40	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.980052	62.4761	41	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.996046	62.5232	42	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
1.01305	58.7939	43	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
1.03005	58.8399	44	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
1.04605	62.4985	45	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
1.06305	58.8294	46	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
1.07905	62.4949	47	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
