Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	Dynamic
2.6261e-005	38079.3	1	0	1	3	3	1	2	2.8125	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.22038	0.819431	2	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.25832	26.3577	3	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.30876	19.8267	4	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.32624	57.2265	5	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.34572	51.3333	6	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.36878	43.3614	7	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.38972	47.7576	8	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.40592	61.7088	9	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.42789	45.515	10	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.45456	37.4949	11	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.47189	57.7281	12	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.49297	47.4349	13	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.5099	59.0682	14	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.52918	51.8548	15	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.55226	43.3223	16	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.56981	57.001	17	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.58702	58.1027	18	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.60387	59.3295	19	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.62649	44.2144	20	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.64291	60.9224	21	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.66177	53.003	22	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.68435	44.296	23	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.71058	38.1187	24	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.72685	61.4581	25	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.74715	49.2756	26	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.77107	41.7963	27	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.79378	44.0428	28	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.81062	59.3593	29	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.83333	44.0457	30	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.85559	44.9103	31	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.87191	61.2819	32	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.89325	46.8685	33	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.91259	51.7115	34	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.94314	32.7349	35	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.95989	59.6865	36	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.97991	49.9382	37	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
1.99793	55.5194	38	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
2.01518	57.9695	39	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
2.03218	58.7977	40	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
2.0523	49.7067	41	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
2.07364	46.8625	42	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
2.09088	58.0223	43	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
2.11096	49.7911	44	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
2.13071	50.6204	45	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
2.17441	22.8861	46	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
2.19192	57.0953	47	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
2.21235	48.9495	48	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
2.23743	39.877	49	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
2.25392	60.658	50	0	1	3	3	1	2	2.80887	-0.18037	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	
