-187.5	-2.35	0.	
-187.5	1.99189	0.	
-187.5	6.26947	0.	
-187.5	10.4835	0.	
-187.5	14.6349	0.	
-187.5	18.7244	0.	
-187.5	22.7528	0.	
-187.5	26.7209	0.	
-187.5	30.6295	0.	
-187.5	34.4795	0.	
-187.5	38.2716	0.	
-187.5	42.0067	0.	
-187.5	45.6855	0.	
-187.5	49.3089	0.	
-187.5	52.8777	0.	
-187.5	56.3926	0.	
-187.5	59.8546	0.	
-187.5	63.2644	0.	
-187.5	66.6227	0.	
-187.5	69.9305	0.	
-187.5	73.1886	0.	
-187.5	76.3976	0.	
-187.5	79.5585	0.	
-187.5	82.672	0.	
-187.5	85.739	0.	
-187.5	88.7603	0.	
-187.5	91.7367	0.	
-187.5	94.6689	0.	
-187.5	97.5578	0.	
-187.5	100.404	0.	
-187.5	103.209	0.	
-187.5	105.973	0.	
-187.5	108.697	0.	
-187.5	111.381	0.	
-187.5	114.027	0.	
-187.5	116.635	0.	
-187.5	119.207	0.	
-187.5	121.742	0.	
-187.5	124.243	0.	
-187.5	126.708	0.	
-187.5	129.141	0.	
-187.5	131.54	0.	
-187.5	133.908	0.	
-187.5	136.244	0.	
-187.5	138.55	0.	
-187.5	140.826	0.	
-187.5	143.073	0.	
-187.5	145.293	0.	
-187.5	147.485	0.	
-187.5	149.651	0.	
-187.5	151.792	0.	
-187.5	153.908	0.	
-187.5	156.	0.	
-187.5	158.068	0.	
-187.5	160.115	0.	
-187.5	162.14	0.	
-187.5	164.144	0.	
-187.5	166.129	0.	
-187.5	168.094	0.	
-187.5	170.041	0.	
-187.5	171.971	0.	
-187.5	173.884	0.	
-187.5	175.781	0.	
-187.5	177.663	0.	
-187.5	179.531	0.	
-187.5	181.385	0.	
-187.5	183.227	0.	
-187.5	185.057	0.	
-187.5	185.361	0.	
-187.5	187.178	0.	
-187.5	188.985	0.	
-187.5	190.781	0.	
-187.5	192.567	0.	
-187.5	194.342	0.	
-187.5	196.107	0.	
-187.5	197.863	0.	
-187.5	199.609	0.	
-187.5	201.345	0.	
-187.5	203.072	0.	
-187.5	204.789	0.	
-187.5	206.498	0.	
-187.5	208.197	0.	
-187.5	209.888	0.	
-187.5	211.57	0.	
-187.5	213.244	0.	
-187.5	214.91	0.	
-187.5	216.567	0.	
-187.5	218.217	0.	
-187.5	219.858	0.	
-187.5	221.493	0.	
-187.5	223.119	0.	
-187.5	224.738	0.	
-187.5	226.351	0.	
-187.5	227.956	0.	
-187.5	229.554	0.	
-187.5	231.146	0.	
-187.5	232.731	0.	
-187.5	234.31	0.	
-187.5	235.883	0.	
-187.5	237.45	0.	
-187.5	239.011	0.	
