Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	Dynamic		
3.6826e-005	27154.8	1	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.8125	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.453882	2.20339	2	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.491277	26.7416	3	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.52599	28.8074	4	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.542849	59.3164	5	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.558734	62.9526	6	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.5758	58.5967	7	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.592816	58.7692	8	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.60885	62.366	9	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.625801	58.9932	10	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.641818	62.433	11	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.658853	58.7047	12	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.675762	59.1385	13	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.691796	62.3671	14	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.708791	58.8412	15	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.724786	62.5213	16	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.741779	58.8454	17	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.758817	58.6943	18	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.775769	58.9911	19	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.798165	44.6504	20	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.814752	60.2879	21	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.833338	53.8024	22	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.850424	58.5273	23	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.866762	61.2068	24	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.883765	58.8151	25	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.901341	56.894	26	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.918837	57.1561	27	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.936395	56.9546	28	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.953627	58.0331	29	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.970802	58.2249	30	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
0.987825	58.7432	31	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
1.00479	58.9459	32	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
1.02207	57.8568	33	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
1.03923	58.2976	34	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
1.05575	60.5103	35	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
1.07336	56.7935	36	0	(0)1	(0)3	(0)3	(0)1	(0)2	2.80887	-0.18037	-2.5782	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0	-1	
