Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	CustomDither	DAngle	swAngle	swNoDead	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	radius	radiusR	radiusL	Dynamic	USRHIT	SCORE	
11.269	59.0146	632	0	(0)38	(0)40	(0)40	(0)38	(0)39	11.3867	948.887	2.27287	0.	0.	11.3867	88.588	0.	-3.96587e-002	0.999213	0.	-3.96587e-002	0.999213	0.	-8.5	-8.43099	2.27287	50.	49.1611	-1.	-1.	-1.	1	-1	0.	
11.286	58.8183	633	0	(0)38	(0)40	(0)40	(0)38	(0)39	11.3839	948.884	2.12884	0.	0.	11.3839	88.8213	0.	-3.71467e-002	0.99931	0.	-3.71467e-002	0.99931	0.	-8.5	-8.47173	2.12884	50.	49.3987	-1.	-1.	-1.	1	-1	0.	
11.303	58.7583	634	0	(0)38	(0)40	(0)40	(0)38	(0)39	11.3818	948.882	1.98433	0.	0.	11.3818	89.0553	0.	-3.46261e-002	0.9994	0.	-3.46261e-002	0.9994	0.	-8.5	-8.49133	1.98433	50.	49.513	-1.	-1.	-1.	1	-1	0.	
11.319	62.4939	635	0	(0)38	(0)40	(0)40	(0)38	(0)39	11.3802	948.88	1.83967	0.	0.	11.3802	89.2896	0.	-3.21027e-002	0.999485	0.	-3.21027e-002	0.999485	0.	-8.5	-9.0404	1.83967	50.	52.7146	-1.	-1.	-1.	1	-1	0.	
11.3808	16.194	636	0	(0)38	(0)40	(0)40	(0)38	(0)39	11.3792	948.879	1.70365	0.	0.	11.3792	89.5099	0.	-2.973e-002	0.999558	0.	-2.973e-002	0.999558	0.	-8.5	-2.2026	1.70365	50.	12.8433	-1.	-1.	-1.	1	-1	0.	
11.4044	42.3177	637	0	(0)38	(0)41	(0)41	(0)38	(0)40	11.3833	948.883	1.17877	0.	0.	11.3833	90.3602	0.	-2.05719e-002	0.999788	0.	-2.05719e-002	0.999788	0.	-8.5	-22.2119	1.17877	50.	129.529	-1.	-1.	-1.	1	-1	0.	
11.4262	45.9719	638	0	(0)39	(0)41	(0)41	(0)39	(0)40	11.386	948.886	0.977906	0.	0.	11.386	90.6855	0.	-1.70668e-002	0.999854	0.	-1.70668e-002	0.999854	0.	-8.5	-9.23399	0.977906	50.	53.8441	-1.	-1.	-1.	1	-1	0.	
11.4423	61.8588	639	0	(0)39	(0)41	(0)41	(0)39	(0)40	11.3894	948.889	0.79301	0.	0.	11.3894	90.985	0.	-1.38402e-002	0.999904	0.	-1.38402e-002	0.999904	0.	-8.5	-11.4374	0.79301	50.	66.6923	-1.	-1.	-1.	1	-1	0.	
11.4588	60.6774	640	0	(0)39	(0)41	(0)41	(0)39	(0)40	11.3925	948.893	0.6556	0.	0.	11.3925	91.2075	0.	-1.14421e-002	0.999935	0.	-1.14421e-002	0.999935	0.	-8.5	-8.33766	0.6556	50.	48.6168	-1.	-1.	-1.	1	-1	0.	
11.476	58.1453	641	0	(0)39	(0)41	(0)41	(0)39	(0)40	11.3962	948.896	0.515515	0.	0.	11.3962	91.4344	0.	-8.99731e-003	0.99996	0.	-8.99731e-003	0.99996	0.	-8.5	-8.14529	0.515515	50.	47.4952	-1.	-1.	-1.	1	-1	0.	
11.4929	59.1778	642	0	(0)39	(0)41	(0)41	(0)39	(0)40	11.4007	948.901	0.36933	0.	0.	11.4007	91.6711	0.	-6.44597e-003	0.999979	0.	-6.44597e-003	0.999979	0.	-8.5	-8.65094	0.36933	50.	50.4437	-1.	-1.	-1.	1	-1	0.	
11.5093	61.075	643	0	(0)39	(0)42	(0)42	(0)39	(0)40	11.4057	948.906	0.225695	0.	0.	11.4057	91.9037	0.	-3.9391e-003	0.999992	0.	-3.9391e-003	0.999992	0.	-8.5	-8.7725	0.225695	50.	51.1525	-1.	-1.	-1.	1	-1	0.	
11.5256	61.4812	644	0	(0)39	(0)42	(0)42	(0)39	(0)40	11.411	948.911	8.65215e-002	0.	0.	11.411	92.1291	0.	-1.51008e-003	0.999999	0.	-1.51008e-003	0.999999	0.	-8.5	-8.55654	8.65215e-002	50.	49.8931	-1.	-1.	-1.	1	-1	0.	
11.5427	58.3492	645	0	(0)39	(0)42	(0)42	(0)39	(0)41	11.4169	948.917	-5.17321e-002	0.	0.	11.4169	92.3529	0.	9.02895e-004	1.	0.	9.02895e-004	1.	0.	-8.5	-8.06698	-5.17321e-002	50.	47.0385	-1.	-1.	-1.	1	-1	0.	
11.5587	62.3274	646	0	(0)40	(0)42	(0)42	(0)40	(0)41	11.4237	948.924	-0.197407	0.	0.	11.4237	92.5888	0.	3.44539e-003	0.999994	0.	3.44539e-003	0.999994	0.	-8.5	-9.07953	-0.197407	50.	52.9428	-1.	-1.	-1.	1	-1	0.	
11.5761	57.7358	647	0	(0)40	(0)42	(0)42	(0)40	(0)41	11.4306	948.931	-0.333783	0.	0.	11.4306	92.8096	0.	5.82558e-003	0.999983	0.	5.82558e-003	0.999983	0.	-8.5	-7.8738	-0.333783	50.	45.9121	-1.	-1.	-1.	1	-1	0.	
11.5921	62.229	648	0	(0)40	(0)42	(0)42	(0)40	(0)41	11.4386	948.939	-0.481006	0.	0.	11.4386	93.0479	0.	8.39504e-003	0.999965	0.	8.39504e-003	0.999965	0.	-8.5	-9.16151	-0.481006	50.	53.4208	-1.	-1.	-1.	1	-1	0.	
11.6091	58.917	649	0	(0)40	(0)42	(0)42	(0)40	(0)41	11.4466	948.947	-0.617598	0.	0.	11.4466	93.269	0.	1.07789e-002	0.999942	0.	1.07789e-002	0.999942	0.	-8.5	-8.04761	-0.617598	50.	46.9256	-1.	-1.	-1.	1	-1	0.	
11.6731	15.6202	650	0	(0)40	(0)42	(0)42	(0)40	(0)41	11.4556	948.956	-0.761869	0.	0.	11.4556	93.5025	0.	1.32967e-002	0.999912	0.	1.32967e-002	0.999912	0.	-8.5	-2.25354	-0.761869	50.	13.1404	-1.	-1.	-1.	1	-1	0.	
11.6966	42.5743	651	0	(0)40	(0)43	(0)43	(0)40	(0)42	11.4981	948.998	-1.30604	0.	0.	11.4981	94.3829	0.	2.27926e-002	0.99974	0.	2.27926e-002	0.99974	0.	-8.5	-23.1675	-1.30604	50.	135.102	-1.	-1.	-1.	1	-1	0.	
11.7131	60.571	652	0	(0)41	(0)43	(0)43	(0)41	(0)42	11.524	949.024	-1.70534	0.	0.	11.524	94.7027	0.	2.97593e-002	0.999557	0.	2.97593e-002	0.999557	0.	-17.	-24.1861	-1.70534	50.	69.9478	-1.	-1.	-1.	1	-1	0.	
11.7292	62.3171	653	0	(0)41	(0)43	(0)43	(0)41	(0)42	11.5433	949.043	-1.986	0.	0.	11.5433	94.9273	0.	3.46553e-002	0.999399	0.	3.46553e-002	0.999399	0.	-17.	-17.4901	-1.986	50.	50.5797	-1.	-1.	-1.	1	-1	0.	
11.7463	58.1995	654	0	(0)41	(0)43	(0)43	(0)41	(0)42	11.5692	949.069	-2.3952	0.	0.	11.5692	95.1433	0.	4.17919e-002	0.999126	0.	4.17919e-002	0.999126	0.	-25.5	-23.8151	-2.3952	50.	45.5732	-1.	-1.	-1.	1	-1	0.	
11.7635	58.4677	655	0	(0)41	(0)43	(0)43	(0)41	(0)42	11.5986	949.099	-2.83334	0.	0.	11.5986	95.3743	0.	4.9431e-002	0.998778	0.	4.9431e-002	0.998778	0.	-25.5	-25.6175	-2.83334	50.	49.0232	-1.	-1.	-1.	1	-1	0.	
11.7806	58.2841	656	0	(0)41	(0)43	(0)43	(0)41	(0)42	11.6361	949.136	-3.41486	0.	0.	11.6361	95.6015	0.	5.95653e-002	0.998224	0.	5.95653e-002	0.998224	0.	-34.	-33.8932	-3.41486	50.	48.3191	-1.	-1.	-1.	1	-1	0.	
11.7972	60.1026	657	0	(0)41	(0)43	(0)44	(0)41	(0)42	11.6761	949.176	-3.99821	0.	0.	11.6761	95.8291	0.	6.97253e-002	0.997566	0.	6.97253e-002	0.997566	0.	-34.	-35.0608	-3.99821	50.	49.9837	-1.	-1.	-1.	1	-1	0.	
11.8136	61.3352	658	0	(0)41	(0)44	(0)44	(0)41	(0)42	11.7231	949.223	-4.70534	0.	0.	11.7231	96.0467	0.	8.20313e-002	0.99663	0.	8.20313e-002	0.99663	0.	-42.5	-43.3716	-4.70534	50.	49.1693	-1.	-1.	-1.	1	-1	0.	
11.8296	62.4314	659	0	(0)41	(0)44	(0)44	(0)41	(0)43	11.7718	949.272	-5.39825	0.	0.	11.7718	96.2594	0.	9.40779e-002	0.995565	0.	9.40779e-002	0.995565	0.	-42.5	-43.2596	-5.39825	50.	49.0415	-1.	-1.	-1.	1	-1	0.	
11.8456	62.3932	660	0	(0)41	(0)44	(0)44	(0)42	(0)43	11.8222	949.322	-6.079	0.	0.	11.8222	96.4678	0.	0.1059	0.994377	0.	0.1059	0.994377	0.	-42.5	-42.474	-6.079	50.	48.1503	-1.	-1.	-1.	1	-1	0.	
11.8622	60.2897	661	0	(0)42	(0)44	(0)44	(0)42	(0)43	11.875	949.375	-6.76016	0.	0.	11.875	96.6757	0.	0.117714	0.993048	0.	0.117714	0.993048	0.	-42.5	-41.0672	-6.76016	50.	46.5554	-1.	-1.	-1.	1	-1	0.	
11.8791	59.17	662	0	(0)42	(0)44	(0)44	(0)42	(0)43	11.9323	949.432	-7.46509	0.	0.	11.9323	96.8901	0.	0.129922	0.991524	0.	0.129922	0.991524	0.	-42.5	-41.7107	-7.46509	50.	47.2863	-1.	-1.	-1.	1	-1	0.	
11.8955	60.7414	663	0	(0)42	(0)44	(0)44	(0)42	(0)43	11.9935	949.493	-8.18336	0.	0.	11.9935	97.1079	0.	0.142341	0.989818	0.	0.142341	0.989818	0.	-42.5	-43.6286	-8.18336	50.	49.4614	-1.	-1.	-1.	1	-1	0.	
11.9118	61.5638	664	0	(0)42	(0)44	(0)44	(0)42	(0)43	12.0556	949.556	-8.88305	0.	0.	12.0556	97.3193	0.	0.154418	0.988006	0.	0.154418	0.988006	0.	-42.5	-43.0755	-8.88305	50.	48.8332	-1.	-1.	-1.	1	-1	0.	
11.9289	58.3007	665	0	(0)42	(0)44	(0)44	(0)42	(0)43	12.1195	949.619	-9.57339	0.	0.	12.1195	97.5271	0.	0.166311	0.986073	0.	0.166311	0.986073	0.	-42.5	-40.2474	-9.57339	50.	45.6266	-1.	-1.	-1.	1	-1	0.	
11.9455	60.5743	666	0	(0)42	(0)44	(0)45	(0)42	(0)43	12.1896	949.69	-10.3024	0.	0.	12.1896	97.7457	0.	0.178843	0.983878	0.	0.178843	0.983878	0.	-42.5	-44.1574	-10.3024	50.	50.0614	-1.	-1.	-1.	1	-1	0.	
11.9621	60.0544	667	0	(0)42	(0)44	(0)45	(0)42	(0)43	12.2598	949.76	-11.004	0.	0.	12.2598	97.9552	0.	0.190877	0.981614	0.	0.190877	0.981614	0.	-42.5	-42.1352	-11.004	50.	47.7674	-1.	-1.	-1.	1	-1	0.	
11.978	62.7366	668	0	(0)42	(0)45	(0)45	(0)42	(0)43	12.3331	949.833	-11.7117	0.	0.	12.3331	98.1656	0.	0.202987	0.979181	0.	0.202987	0.979181	0.	-42.5	-44.3981	-11.7117	50.	50.3331	-1.	-1.	-1.	1	-1	0.	
11.9947	60.1831	669	0	(0)42	(0)45	(0)45	(0)43	(0)44	12.4057	949.906	-12.3891	0.	0.	12.4057	98.3662	0.	0.21455	0.976713	0.	0.21455	0.976713	0.	-42.5	-40.7702	-12.3891	50.	46.2186	-1.	-1.	-1.	1	-1	0.	
12.0121	57.4757	670	0	(0)42	(0)45	(0)45	(0)43	(0)44	12.4839	949.984	-13.0953	0.	0.	12.4839	98.5744	0.	0.226571	0.973995	0.	0.226571	0.973995	0.	-42.5	-40.5881	-13.0953	50.	46.0137	-1.	-1.	-1.	1	-1	0.	
12.028	62.7979	671	0	(0)43	(0)45	(0)45	(0)43	(0)44	12.5686	950.069	-13.8347	0.	0.	12.5686	98.7913	0.	0.239122	0.970989	0.	0.239122	0.970989	0.	-42.5	-46.4355	-13.8347	50.	52.6448	-1.	-1.	-1.	1	-1	0.	
12.044	62.3517	672	0	(0)43	(0)45	(0)45	(0)43	(0)44	12.6485	950.149	-14.5115	0.	0.	12.6485	98.9889	0.	0.250574	0.968097	0.	0.250574	0.968097	0.	-42.5	-42.198	-14.5115	50.	47.8371	-1.	-1.	-1.	1	-1	0.	
12.0604	61.0037	673	0	(0)43	(0)45	(0)45	(0)43	(0)44	12.7313	950.231	-15.1931	0.	0.	12.7313	99.1869	0.	0.262073	0.965048	0.	0.262073	0.965048	0.	-42.5	-41.5812	-15.1931	50.	47.1381	-1.	-1.	-1.	1	-1	0.	
12.0774	58.7245	674	0	(0)43	(0)45	(0)45	(0)43	(0)44	12.8184	950.318	-15.8898	0.	0.	12.8184	99.3883	0.	0.273788	0.96179	0.	0.273788	0.96179	0.	-42.5	-40.9121	-15.8898	50.	46.3805	-1.	-1.	-1.	1	-1	0.	
12.0935	62.3724	675	0	(0)43	(0)45	(0)45	(0)43	(0)44	12.9115	950.412	-16.6135	0.	0.	12.9115	99.5963	0.	0.285915	0.958255	0.	0.285915	0.958255	0.	-42.5	-45.1401	-16.6135	50.	51.1752	-1.	-1.	-1.	1	-1	0.	
12.1107	58.0881	676	0	(0)43	(0)45	(0)46	(0)43	(0)44	13.0015	950.502	-17.2949	0.	0.	13.0015	99.7911	0.	0.29729	0.954787	0.	0.29729	0.954787	0.	-42.5	-39.5807	-17.2949	50.	44.8703	-1.	-1.	-1.	1	-1	0.	
12.127	61.3821	677	0	(0)43	(0)45	(0)46	(0)43	(0)44	13.1008	950.601	-18.0266	0.	0.	13.1008	99.999	0.	0.309458	0.950913	0.	0.309458	0.950913	0.	-42.5	-44.91	-18.0266	50.	50.9149	-1.	-1.	-1.	1	-1	0.	
12.1432	61.835	678	0	(0)43	(0)46	(0)46	(0)44	(0)45	13.1971	950.697	-18.7189	0.	0.	13.1971	100.195	0.	0.320926	0.947104	0.	0.320926	0.947104	0.	-42.5	-42.8136	-18.7189	50.	48.5358	-1.	-1.	-1.	1	-1	0.	
12.1601	59.0533	679	0	(0)43	(0)46	(0)46	(0)44	(0)45	13.2951	950.795	-19.4063	0.	0.	13.2951	100.388	0.	0.332264	0.943186	0.	0.332264	0.943186	0.	-42.5	-40.5881	-19.4063	50.	46.0127	-1.	-1.	-1.	1	-1	0.	
12.1773	58.2191	680	0	(0)43	(0)46	(0)46	(0)44	(0)45	13.4002	950.9	-20.1259	0.	0.	13.4002	100.588	0.	0.344085	0.938939	0.	0.344085	0.938939	0.	-42.5	-41.8996	-20.1259	50.	47.5013	-1.	-1.	-1.	1	-1	0.	
12.1942	58.9294	681	0	(0)44	(0)46	(0)46	(0)44	(0)45	13.4545	950.954	-19.5419	0.	0.	13.4545	100.813	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	34.	34.4148	-19.5419	50.	49.0628	-1.	-1.	-1.	1	-1	0.	
12.2101	62.8718	682	0	(0)44	(0)46	(0)46	(0)44	(0)45	13.5333	951.033	-19.5419	0.	0.	13.5333	101.035	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	53.345	-1.	-1.	-1.	1	-1	0.	
12.227	59.3985	683	0	(0)44	(0)46	(0)46	(0)44	(0)45	13.6072	951.107	-19.5419	0.	0.	13.6072	101.244	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	47.2378	-1.	-1.	-1.	1	-1	0.	
12.2443	57.7447	684	0	(0)44	(0)46	(0)46	(0)44	(0)45	13.6854	951.185	-19.5419	0.	0.	13.6854	101.464	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	48.6079	-1.	-1.	-1.	1	-1	0.	
12.2604	62.1963	685	0	(0)44	(0)46	(0)47	(0)44	(0)45	13.7659	951.266	-19.5419	0.	0.	13.7659	101.691	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	53.8546	-1.	-1.	-1.	1	-1	0.	
12.2768	60.8615	686	0	(0)44	(0)46	(0)47	(0)44	(0)45	13.8406	951.341	-19.5419	0.	0.	13.8406	101.901	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	48.927	-1.	-1.	-1.	1	-1	0.	
12.2939	58.3886	687	0	(0)44	(0)46	(0)47	(0)45	(0)45	13.9169	951.417	-19.5419	0.	0.	13.9169	102.116	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	47.9684	-1.	-1.	-1.	1	-1	0.	
12.3109	58.9572	688	0	(0)44	(0)47	(0)47	(0)45	(0)46	13.9965	951.496	-19.5419	0.	0.	13.9965	102.34	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	50.4869	-1.	-1.	-1.	1	-1	0.	
12.3276	59.8352	689	0	(0)44	(0)47	(0)47	(0)45	(0)46	14.0753	951.575	-19.5419	0.	0.	14.0753	102.562	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	50.7446	-1.	-1.	-1.	1	-1	0.	
12.3447	58.4509	690	0	(0)45	(0)47	(0)47	(0)45	(0)46	14.1529	951.653	-19.5419	0.	0.	14.1529	102.781	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	48.8433	-1.	-1.	-1.	1	-1	0.	
12.3608	62.0417	691	0	(0)45	(0)47	(0)47	(0)45	(0)46	14.2324	951.732	-19.5419	0.	0.	14.2324	103.005	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	53.0716	-1.	-1.	-1.	1	-1	0.	
12.3769	62.1206	692	0	(0)45	(0)47	(0)47	(0)45	(0)46	14.3073	951.807	-19.5419	0.	0.	14.3073	103.216	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	50.0636	-1.	-1.	-1.	1	-1	0.	
12.3939	58.7906	693	0	(0)45	(0)47	(0)47	(0)45	(0)46	14.3821	951.882	-19.5419	0.	0.	14.3821	103.427	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	47.3197	-1.	-1.	-1.	1	-1	0.	
12.4108	59.3404	694	0	(0)45	(0)47	(0)48	(0)45	(0)46	14.4611	951.961	-19.5419	0.	0.	14.4611	103.649	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	50.4676	-1.	-1.	-1.	1	-1	0.	
12.4282	57.3422	695	0	(0)45	(0)47	(0)48	(0)45	(0)46	14.5394	952.039	-19.5419	0.	0.	14.5394	103.87	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	48.3163	-1.	-1.	-1.	1	-1	0.	
12.4449	59.9022	696	0	(0)45	(0)48	(0)48	(0)46	(0)47	14.6204	952.12	-19.5419	0.	0.	14.6204	104.098	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	52.2322	-1.	-1.	-1.	1	-1	0.	
12.461	62.1653	697	0	(0)45	(0)48	(0)48	(0)46	(0)47	14.698	952.198	-19.5419	0.	0.	14.698	104.317	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	51.889	-1.	-1.	-1.	1	-1	0.	
12.4781	58.5286	698	0	(0)45	(0)48	(0)48	(0)46	(0)47	14.7727	952.273	-19.5419	0.	0.	14.7727	104.527	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	47.075	-1.	-1.	-1.	1	-1	0.	
12.4942	62.0057	699	0	(0)46	(0)48	(0)48	(0)46	(0)47	14.8521	952.352	-19.5419	0.	0.	14.8521	104.751	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	52.9704	-1.	-1.	-1.	1	-1	0.	
12.5103	62.0348	700	0	(0)46	(0)48	(0)48	(0)46	(0)47	14.927	952.427	-19.5419	0.	0.	14.927	104.962	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	50.0235	-1.	-1.	-1.	1	-1	0.	
12.5273	58.7813	701	0	(0)46	(0)48	(0)48	(0)46	(0)47	15.0019	952.502	-19.5419	0.	0.	15.0019	105.173	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	47.3777	-1.	-1.	-1.	1	-1	0.	
12.5445	58.204	702	0	(0)46	(0)48	(0)48	(0)46	(0)47	15.0809	952.581	-19.5419	0.	0.	15.0809	105.395	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	49.5089	-1.	-1.	-1.	1	-1	0.	
12.5605	62.4713	703	0	(0)46	(0)48	(0)49	(0)46	(0)47	15.1607	952.661	-19.5419	0.	0.	15.1607	105.62	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	53.6658	-1.	-1.	-1.	1	-1	0.	
12.5769	61.002	704	0	(0)46	(0)48	(0)49	(0)46	(0)47	15.2351	952.735	-19.5419	0.	0.	15.2351	105.83	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	48.824	-1.	-1.	-1.	1	-1	0.	
12.594	58.6846	705	0	(0)46	(0)49	(0)49	(0)47	(0)48	15.3113	952.811	-19.5419	0.	0.	15.3113	106.044	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	48.1005	-1.	-1.	-1.	1	-1	0.	
12.6102	61.7602	706	0	(0)46	(0)49	(0)49	(0)47	(0)48	15.3904	952.89	-19.5419	0.	0.	15.3904	106.267	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	52.6204	-1.	-1.	-1.	1	-1	0.	
12.6261	62.5514	707	0	(0)46	(0)49	(0)49	(0)47	(0)48	15.4657	952.966	-19.5419	0.	0.	15.4657	106.479	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	50.6405	-1.	-1.	-1.	1	-1	0.	
12.6431	58.8753	708	0	(0)47	(0)49	(0)49	(0)47	(0)48	15.5399	953.04	-19.5419	0.	0.	15.5399	106.689	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	47.0616	-1.	-1.	-1.	1	-1	0.	
12.6598	59.9326	709	0	(0)47	(0)49	(0)49	(0)47	(0)48	15.6188	953.119	-19.5419	0.	0.	15.6188	106.911	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	50.8979	-1.	-1.	-1.	1	-1	0.	
12.6765	59.8671	710	0	(0)47	(0)49	(0)49	(0)47	(0)48	15.6964	953.196	-19.5419	0.	0.	15.6964	107.129	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	49.9454	-1.	-1.	-1.	1	-1	0.	
12.6935	58.766	711	0	(0)47	(0)49	(0)50	(0)47	(0)48	15.774	953.274	-19.5419	0.	0.	15.774	107.348	0.	0.334497	0.942397	0.	0.334497	0.942397	0.	0.	0.	-19.5419	50.	49.0803	-1.	-1.	-1.	1	-1	0.	
12.7106	58.7214	712	0	(0)47	(0)49	(0)50	(0)47	(0)48	15.8461	953.346	-19.3973	0.	0.	15.8461	107.571	0.	0.332117	0.943238	0.	0.332117	0.943238	0.	8.5	8.49356	-19.3973	50.	49.526	-1.	-1.	-1.	1	-1	0.	
12.7277	58.4631	713	0	(0)47	(0)49	(0)50	(0)47	(0)48	15.9178	953.418	-19.2526	0.	0.	15.9178	107.794	0.	0.329733	0.944074	0.	0.329733	0.944074	0.	8.5	8.46261	-19.2526	50.	49.3455	-1.	-1.	-1.	1	-1	0.	
12.7437	62.3032	714	0	(0)47	(0)50	(0)50	(0)48	(0)49	15.9823	953.482	-18.9618	0.	0.	15.9823	108.019	0.	0.324937	0.945736	0.	0.324937	0.945736	0.	17.	18.1166	-18.9618	50.	52.3919	-1.	-1.	-1.	1	-1	0.	
12.7602	60.8648	715	0	(0)47	(0)50	(0)50	(0)48	(0)49	16.0419	953.542	-18.6889	0.	0.	16.0419	108.23	0.	0.32043	0.947272	0.	0.32043	0.947272	0.	17.	16.6075	-18.6889	50.	48.0273	-1.	-1.	-1.	1	-1	0.	
12.7773	58.2977	716	0	(0)47	(0)50	(0)50	(0)48	(0)49	16.0951	953.595	-18.27	0.	0.	16.0951	108.446	0.	0.313494	0.94959	0.	0.313494	0.94959	0.	25.5	24.4245	-18.27	50.	46.7396	-1.	-1.	-1.	1	-1	0.	
12.7937	61.1165	717	0	(0)48	(0)50	(0)50	(0)48	(0)49	16.149	953.649	-17.8325	0.	0.	16.149	108.672	0.	0.306236	0.951956	0.	0.306236	0.951956	0.	25.5	26.733	-17.8325	50.	51.1579	-1.	-1.	-1.	1	-1	0.	
12.8103	60.3059	718	0	(0)48	(0)50	(0)50	(0)48	(0)49	16.1923	953.692	-17.2762	0.	0.	16.1923	108.888	0.	0.296979	0.954884	0.	0.296979	0.954884	0.	34.	33.549	-17.2762	50.	47.8273	-1.	-1.	-1.	1	-1	0.	
12.8278	56.9785	719	0	(0)48	(0)50	(0)50	(0)48	(0)49	16.2339	953.734	-16.7124	0.	0.	16.2339	109.107	0.	0.287568	0.95776	0.	0.287568	0.95776	0.	34.	32.124	-16.7124	50.	45.7961	-1.	-1.	-1.	1	-1	0.	
12.8451	57.8801	720	0	(0)48	(0)50	(0)51	(0)48	(0)49	16.2685	953.769	-15.9665	0.	0.	16.2685	109.34	0.	0.275076	0.961422	0.	0.275076	0.961422	0.	42.5	43.1724	-15.9665	50.	48.9458	-1.	-1.	-1.	1	-1	0.	
12.8622	58.3356	721	0	(0)48	(0)50	(0)51	(0)48	(0)49	16.2996	953.8	-15.2323	0.	0.	16.2996	109.569	0.	0.262733	0.964869	0.	0.262733	0.964869	0.	42.5	42.8345	-15.2323	50.	48.5619	-1.	-1.	-1.	1	-1	0.	
12.8793	58.6708	722	0	(0)48	(0)51	(0)51	(0)48	(0)49	16.3276	953.828	-14.5037	0.	0.	16.3276	109.797	0.	0.250443	0.968131	0.	0.250443	0.968131	0.	42.5	42.7442	-14.5037	50.	48.4593	-1.	-1.	-1.	1	-1	0.	
12.8961	59.4755	723	0	(0)48	(0)51	(0)51	(0)49	(0)50	16.3525	953.853	-13.7793	0.	0.	16.3525	110.023	0.	0.238183	0.97122	0.	0.238183	0.97122	0.	42.5	43.0829	-13.7793	50.	48.8431	-1.	-1.	-1.	1	-1	0.	
12.9132	58.5301	724	0	(0)48	(0)51	(0)51	(0)49	(0)50	16.3744	953.874	-13.0648	0.	0.	16.3744	110.247	0.	0.226052	0.974115	0.	0.226052	0.974115	0.	42.5	41.8244	-13.0648	50.	47.4158	-1.	-1.	-1.	1	-1	0.	
12.9303	58.489	725	0	(0)49	(0)51	(0)51	(0)49	(0)50	16.3937	953.894	-12.3386	0.	0.	16.3937	110.475	0.	0.213689	0.976902	0.	0.213689	0.976902	0.	42.5	42.4701	-12.3386	50.	48.1484	-1.	-1.	-1.	1	-1	0.	
12.9475	58.0701	726	0	(0)49	(0)51	(0)51	(0)49	(0)50	16.4101	953.91	-11.612	0.	0.	16.4101	110.703	0.	0.201283	0.979533	0.	0.201283	0.979533	0.	42.5	42.1956	-11.612	50.	47.8373	-1.	-1.	-1.	1	-1	0.	
12.9645	58.7675	727	0	(0)49	(0)51	(0)51	(0)49	(0)50	16.4236	953.924	-10.8801	0.	0.	16.4236	110.933	0.	0.188755	0.982024	0.	0.188755	0.982024	0.	42.5	43.0104	-10.8801	50.	48.7613	-1.	-1.	-1.	1	-1	0.	
