Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	AccumulativeHeading(Y)	Speed	Dynamic
3.24789e-004	3078.92	1	0	1	12	10	1	5	2.8125	1.51522	-0.703146	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.325063	3.0794	2	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.366836	23.9392	3	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.383165	61.2392	4	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.400145	58.8953	5	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.416157	62.4525	6	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.433154	58.8325	7	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.45016	58.8023	8	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.466149	62.5457	9	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.482149	62.5008	10	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.499146	58.8325	11	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.516145	58.8273	12	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.53317	58.7355	13	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.550166	58.8399	14	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.567164	58.8294	15	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.584154	58.8566	16	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.600147	62.5291	17	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.617149	58.8179	18	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.634155	58.8012	19	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.651158	58.8137	20	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.668154	58.8378	21	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.685152	58.8304	22	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.702156	58.8075	23	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.719154	58.8325	24	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.735163	62.4631	25	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.752155	58.8534	26	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.769155	58.821	27	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.785152	62.5114	28	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.801152	62.4997	29	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.818152	58.8263	30	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.835154	58.8169	31	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.851159	62.4784	32	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.868162	58.8148	33	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.885157	58.8409	34	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.902163	58.8002	35	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.918156	62.5268	36	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.935192	58.7012	37	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.952206	58.773	38	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.96918	58.9141	39	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
0.986164	58.8817	40	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.00219	62.4149	41	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.01916	58.9194	42	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.03517	62.4714	43	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.05218	58.7564	44	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.06916	58.8984	45	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.08617	58.8012	46	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.10216	62.5433	47	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.11916	58.8158	48	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.13617	58.7949	49	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.15317	58.82	50	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.17017	58.8075	51	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.18617	62.5221	52	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.20325	58.5559	53	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.22017	59.0917	54	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.2372	58.7168	55	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.2542	58.8137	56	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.27018	62.5858	57	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.28718	58.8106	58	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.30318	62.5209	59	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.32022	58.67	60	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.33719	58.9561	61	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.3542	58.7887	62	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.3712	58.8179	63	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.38721	62.4337	64	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.40418	58.9403	65	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.42018	62.4855	66	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.43721	58.7439	67	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.45418	58.9257	68	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.47119	58.7772	69	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.48719	62.515	70	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.50418	58.8325	71	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.52118	58.8346	72	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.53722	62.3679	73	0	1	12	10	1	5	2.85114	1.51522	-0.468764	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.55425	58.7043	74	0	1	12	10	1	5	2.85114	1.51522	0.	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.57019	62.7411	75	0	1	12	10	1	5	2.85114	1.51522	3.66222e-003	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.58618	62.5244	76	0	1	12	10	1	5	2.85114	1.51522	0.472427	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.6032	58.7783	77	0	1	12	10	1	5	2.85114	1.51522	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.62022	58.7449	78	0	1	12	10	1	5	2.85114	1.51522	1.41362	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.63721	58.8493	79	0	1	12	10	1	5	2.85114	1.51522	2.12043	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.65419	58.8848	80	0	1	12	10	1	5	2.85114	1.51522	3.06162	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.67126	58.5984	81	0	1	12	10	1	5	2.85114	1.51522	4.00281	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.68722	62.6533	82	0	1	12	10	1	5	2.85114	1.51522	4.47157	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.70421	58.8618	83	0	1	12	10	1	5	2.85114	1.51522	5.17838	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.72023	62.429	84	0	1	12	10	1	5	2.85114	1.51522	6.11957	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.73721	58.8775	85	0	1	12	10	1	5	2.85114	1.51522	6.82638	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.75319	62.5929	86	0	1	12	10	1	5	2.85114	1.51522	7.52953	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.77021	58.7491	87	0	1	12	10	1	5	2.85114	1.51522	8.47072	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1	
1.78619	62.5906	88	0	1	12	10	1	5	2.84897	1.46105	9.17753	-2.81028	1.72718e-003	0.	0.	1.	0.	9.45495e-004	1.	0.	3.25037	5.41729e-002	0.546892	1	
1.80318	58.844	89	0	1	12	10	1	5	2.84662	1.4027	9.88433	-2.80788	3.75174e-003	0.	9.45495e-004	1.	0.	1.96381e-003	0.999998	0.	3.5007	0.112518	0.625019	1	
1.82021	58.721	90	0	1	12	10	1	5	2.84413	1.34018	10.5911	-2.8053	6.79654e-003	0.	1.96381e-003	0.999998	0.	3.05493e-003	0.999995	0.	3.75103	0.175035	0.859401	1	
1.83722	58.7939	91	0	1	12	10	1	6	2.84148	1.63483	11.2943	-2.80255	1.04996e-002	0.	3.05493e-003	0.999995	0.	4.2185e-003	0.999991	0.	4.00006	0.241703	1.01566	1	
1.85419	58.9288	92	0	1	12	10	1	6	2.84133	1.56261	12.2355	-2.79957	1.44776e-002	0.	4.2185e-003	0.999991	0.	5.47902e-003	0.999985	0.	4.3334	0.313926	1.09378	1	
1.87119	58.8054	93	0	1	12	10	1	6	2.83839	1.4876	12.7079	-2.79646	1.94947e-002	0.	5.47902e-003	0.999985	0.	6.7882e-003	0.999977	0.	4.50072	0.388938	1.32817	1	
1.88818	58.8649	94	0	1	12	10	1	6	2.83529	1.40841	13.4147	-2.79316	2.55295e-002	0.	6.7882e-003	0.999977	0.	8.17018e-003	0.999967	0.	4.75105	0.468122	1.56255	1	
1.9052	58.7564	95	0	1	12	10	1	6	2.83202	1.32508	14.1179	-2.78968	3.18582e-002	0.	8.17018e-003	0.999967	0.	9.62459e-003	0.999954	0.	5.00008	0.551457	1.64068	1	
1.92218	58.8785	96	0	1	12	10	1	6	2.8286	1.23757	14.8247	-2.786	3.95647e-002	0.	9.62459e-003	0.999954	0.	1.11518e-002	0.999938	0.	5.2504	0.638963	1.95318	1	
1.93919	58.8064	97	0	1	12	10	1	6	2.82505	1.14728	15.2971	-2.7822	4.75845e-002	0.	1.11518e-002	0.999938	0.	1.27276e-002	0.999919	0.	5.41772	0.729259	2.03131	1	
1.95618	58.8681	98	0	1	12	10	1	6	2.82136	1.05283	16.0002	-2.77818	5.73426e-002	0.	1.27276e-002	0.999919	0.	1.43759e-002	0.999897	0.	5.66675	0.823705	2.42195	1	
1.97318	58.8085	99	0	1	12	10	1	6	2.81756	0.955595	16.4727	-2.77401	6.88591e-002	0.	1.43759e-002	0.999897	0.	1.60727e-002	0.999871	0.	5.83407	0.920939	2.81259	1	
1.98918	62.4843	100	0	1	12	10	1	6	2.8136	0.854188	17.1795	-2.76961	8.21117e-002	0.	1.60727e-002	0.999871	0.	1.78424e-002	0.999841	0.	6.0844	1.02235	3.20322	1	
