Time	ExpDuration	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	CustomDither	DAngle	swAngle	swNoDead	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	radius	radiusR	radiusL	Dynamic	USRHIT	SCORE	STEERING	TurningRadius	TX	TY	TZ	toOBS	
4.58574e-005	0.	21806.7	1	0	(0)1	(0)1	(0)1	(0)1	(0)1	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
1.30098	4.58574e-005	0.768678	2	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
1.51061	1.30098	4.77024	3	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
1.66944	1.51061	6.29613	4	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
1.83206	1.66944	6.14923	5	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
1.99686	1.83206	6.0681	6	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
2.15335	1.99686	6.39013	7	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
2.35834	2.15335	4.87837	8	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
2.51508	2.35834	6.38001	9	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
2.66674	2.51508	6.59353	10	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
2.82988	2.66674	6.12983	11	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
3.08987	2.82988	3.84624	12	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
3.27595	3.08987	5.37405	13	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
3.4631	3.27595	5.34342	14	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
3.61859	3.4631	6.43127	15	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
3.76904	3.61859	6.6467	16	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
3.93702	3.76904	5.95309	17	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
4.1064	3.93702	5.9037	18	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
4.29194	4.1064	5.3899	19	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
4.5571	4.29194	3.77127	20	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
4.73627	4.5571	5.58126	21	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
4.89788	4.73627	6.18771	22	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
5.06883	4.89788	5.84955	23	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.	0.	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
5.22325	5.06883	6.4759	24	0	(0)1	(0)1	(0)1	(0)1	(0)1	-1.35308e-015	-1.35308e-015	0.	0.	0.	0.	4.7487e-002	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	1.	1.10708	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
5.39859	5.22325	5.70331	25	0	(0)1	(0)1	(0)1	(0)1	(0)1	-7.49401e-016	-7.49401e-016	0.	0.	0.	0.	9.03811e-002	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	1.	0.880698	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
5.63126	5.39859	4.29796	26	0	(0)1	(0)1	(0)1	(0)1	(0)1	-2.77556e-016	-2.77556e-016	0.	0.	0.	0.	0.139086	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	1.	0.753591	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
5.93637	5.63126	3.27747	27	0	(0)1	(0)1	(0)1	(0)1	(0)1	-9.4369e-016	-9.4369e-016	0.	0.	0.	0.	0.268346	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	2.	1.52513	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
6.16118	5.93637	4.44828	28	0	(0)1	(0)1	(0)1	(0)1	(0)1	-1.55431e-015	-1.55431e-015	0.	0.	0.	0.	0.522607	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	3.	4.07169	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
6.35608	6.16118	5.13087	29	0	(0)1	(0)1	(0)1	(0)1	(0)1	-2.33147e-015	-2.33147e-015	0.	0.	0.	0.	0.772391	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	4.	4.6138	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
6.53106	6.35608	5.71489	30	0	(0)1	(0)1	(0)1	(0)1	(0)1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	1.04308	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	5.	5.56912	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
6.70109	6.53106	5.88106	31	0	(0)1	(0)1	(0)1	(0)1	(0)1	-2.22045e-015	-2.22045e-015	0.	0.	0.	0.	1.33472	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	6.	6.17446	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
6.89159	6.70109	5.24935	32	0	(0)1	(0)1	(0)1	(0)1	(0)1	-6.66134e-016	-6.66134e-016	0.	0.	0.	0.	1.99598	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	7.	12.4962	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
7.05509	6.89159	6.11641	33	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	2.36639	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	7.	8.15622	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
7.21122	7.05509	6.40478	34	0	(0)1	(0)1	(0)1	(0)1	(0)1	-0.	-0.	0.	0.	0.	0.	2.6843	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	7.	7.33003	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
7.39211	7.21122	5.52817	35	0	(0)1	(0)1	(0)1	(0)1	(0)1	-1.77636e-015	-1.77636e-015	0.	0.	0.	0.	2.98789	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	7.	6.04191	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
7.56636	7.39211	5.73917	36	0	(0)1	(0)1	(0)1	(0)1	(0)1	-1.77636e-015	-1.77636e-015	0.	0.	0.	0.	3.33962	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	7.	7.26718	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
7.71985	7.56636	6.51503	37	0	(0)1	(0)1	(0)1	(0)1	(0)1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	3.55743	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	4.5	5.10833	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
7.89014	7.71985	5.87223	38	0	(0)1	(0)1	(0)1	(0)1	(0)1	-1.33227e-015	-1.33227e-015	0.	0.	0.	0.	3.74929	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	4.5	4.05602	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
8.06154	7.89014	5.83425	39	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	3.96216	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	4.5	4.47089	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
8.22669	8.06154	6.05527	40	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	4.05738	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	2.	2.07577	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
8.42258	8.22669	5.10471	41	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	4.03444	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-0.5	0.42151	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
8.66385	8.42258	4.1448	42	0	(0)1	(0)1	(0)1	(0)1	(0)1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	3.8712	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-3.	2.43586	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
8.82989	8.66385	6.02247	43	0	(0)1	(0)1	(0)1	(0)1	(0)1	-1.33227e-015	-1.33227e-015	0.	0.	0.	0.	3.50259	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-5.5	7.99161	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
9.01043	8.82989	5.53915	44	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	3.13361	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-8.	7.35798	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
9.18596	9.01043	5.69704	45	0	(0)1	(0)1	(0)1	(0)1	(0)1	-8.88178e-016	-8.88178e-016	0.	0.	0.	0.	2.0805	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	21.5986	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
9.34529	9.18596	6.2762	46	0	(0)1	(0)1	(0)1	(0)1	(0)1	-2.44249e-015	-2.44249e-015	0.	0.	0.	0.	1.56854	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	11.5674	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
9.50659	9.34529	6.19946	47	0	(0)1	(0)1	(0)1	(0)1	(0)1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	1.10382	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	10.3716	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
9.65654	9.50659	6.66891	48	0	(0)1	(0)1	(0)1	(0)1	(0)1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	0.633345	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	11.2951	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
9.82172	9.65654	6.05431	49	0	(0)1	(0)1	(0)1	(0)1	(0)1	-6.66134e-016	-6.66134e-016	0.	0.	0.	0.	0.195992	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	9.53234	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
9.9841	9.82172	6.15829	50	0	(-1)-1	(0)1	(0)1	(-1)-1	(0)1	-3.33067e-016	-3.33067e-016	0.	0.	0.	0.	-0.285759	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	10.6803	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
10.2039	9.9841	4.55043	51	0	(-1)-1	(0)1	(0)1	(-1)-1	(0)1	-6.66134e-016	-6.66134e-016	0.	0.	0.	0.	-0.759375	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	7.75858	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
10.407	10.2039	4.92201	52	0	(-1)-1	(0)1	(0)1	(-1)-1	(0)1	-2.44249e-015	-2.44249e-015	0.	0.	0.	0.	-1.40034	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	11.3574	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
10.571	10.407	6.09787	53	0	(-1)-1	(0)1	(0)1	(-1)-1	(0)1	-1.33227e-015	-1.33227e-015	0.	0.	0.	0.	-1.99292	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	13.0084	-1.	-1.	-1.	1	-1	0.	1	-2.	-2.	-2.	-2.		
10.7226	10.571	6.59675	54	0	(-1)-1	(0)1	(0)1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-2.47123	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	11.359	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
10.8738	10.7226	6.61417	55	0	(-1)-1	(0)1	(0)1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-2.91336	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	10.5277	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
11.0281	10.8738	6.48029	56	0	(-1)-1	(0)1	(0)1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-3.35434	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	10.2875	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
11.2278	11.0281	5.00878	57	0	(-1)-1	(0)1	(0)1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-3.80442	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	8.11572	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
11.4583	11.2278	4.33825	58	0	(-1)-1	(0)1	(0)1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-4.38673	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	9.09435	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
11.6422	11.4583	5.43625	59	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-5.05904	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	13.1575	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
11.7949	11.6422	6.5496	60	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-5.59556	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-10.5	12.6504	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
11.969	11.7949	5.74444	61	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-5.99847	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-9.5	8.33214	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
12.1408	11.969	5.82078	62	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-6.45785	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-9.5	9.62625	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
12.3301	12.1408	5.28237	63	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-6.91121	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-9.5	8.62126	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
12.5017	12.3301	5.82855	64	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-7.35819	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-8.5	9.37887	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
12.6595	12.5017	6.33409	65	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-7.71563	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-7.5	8.15052	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
12.8165	12.6595	6.37025	66	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-8.00068	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-6.5	6.53711	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
12.986	12.8165	5.90184	67	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-8.24051	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-5.5	5.09558	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
13.1442	12.986	6.31811	68	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-8.45231	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-4.5	4.81739	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
13.3232	13.1442	5.58731	69	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-8.60619	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-3.5	3.09517	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
13.5256	13.3232	4.94001	70	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-8.73048	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-2.5	2.21037	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
13.6895	13.5256	6.10408	71	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-8.81482	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-1.5	1.85346	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
13.8576	13.6895	5.94596	72	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-8.83758	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	-0.5	0.487048	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
14.0472	13.8576	5.27554	73	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-8.81422	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	0.5	0.443624	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
14.276	14.0472	4.37062	74	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-8.73524	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	1.5	1.2427	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
14.448	14.276	5.81257	75	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-8.57635	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	2.5	3.3248	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
14.6374	14.448	5.28062	76	0	(-1)-1	(-1)-1	(-1)-1	(-1)-1	(-1)-1	-4.44089e-016	-4.44089e-016	0.	0.	0.	0.	-8.40909	0.	0.	1.	0.	0.	1.	0.	-0.	0.	0.	3.5	3.17969	-2.	-2.	-2.	1	-1	0.	1	-2.	-2.	-2.	-2.		
