Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	DAngle	swAngle	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	AccumulativeHeading(Y)	Speed	Dynamic
3.52559e-004	2836.4	1	0	1	28	28	1	14	2.8125	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.311533	3.21357	2	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.349685	26.2115	3	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.367195	57.1085	4	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.388233	47.5332	5	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.404877	60.082	6	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.421879	58.8179	7	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.438882	58.8137	8	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.458578	50.7696	9	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.481643	43.3571	10	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.497879	61.591	11	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.514907	58.7272	12	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.532285	57.5429	13	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.548907	60.1616	14	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.564918	62.4572	15	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.580896	62.5835	16	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.597905	58.7949	17	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.615117	58.0979	18	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.631903	59.572	19	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.648882	58.8984	20	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.665902	58.7553	21	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.682876	58.911	22	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.699922	58.6648	23	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.716889	58.9393	24	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.733898	58.7939	25	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.750916	58.7595	26	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.767923	58.7981	27	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.783896	62.6071	28	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.799895	62.5044	29	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.816889	58.844	30	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.834832	55.7308	31	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.853945	52.3227	32	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.870888	59.0201	33	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.889182	54.6632	34	0	1	28	28	1	14	2.83961	1.35424	0.941191	-2.8125	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0	
0.905958	59.6074	35	0	1	29	28	1	14	2.83978	1.33063	0.941191	-2.81151	4.88408e-002	0.	4.12092e-004	1.	0.	4.12092e-004	1.	0.	1.41667	2.36111e-002	5.31266	0	
0.92424	54.6993	36	0	2	30	29	2	15	2.84126	1.38012	0.941191	-2.80939	0.2015	0.	1.23627e-003	0.999999	0.	1.23627e-003	0.999999	0.	2.83333	7.08333e-002	16.563	0	
0.94094	59.881	37	0	3	31	30	3	16	2.84327	1.4053	0.941191	-2.80596	0.411676	0.	2.47255e-003	0.999997	0.	2.47255e-003	0.999997	0.	4.25	0.141667	22.8132	0	
0.958407	57.2486	38	0	4	33	32	4	18	2.84569	1.50094	0.941191	-2.80098	0.679365	0.	4.1209e-003	0.999992	0.	4.1209e-003	0.999992	0.	5.66667	0.236111	29.0634	0	
0.977488	52.4097	39	0	6	35	35	6	20	2.84931	1.57029	0.941191	-2.79407	1.01324	0.	6.18134e-003	0.999981	0.	6.18134e-003	0.999981	0.	7.08333	0.354167	36.2511	0	
0.996004	54.0056	40	0	8	38	37	8	22	2.85307	1.61318	0.941191	-2.78507	1.38145	0.	8.65382e-003	0.999963	0.	8.65382e-003	0.999963	0.	8.5	0.495833	40.	0	
1.01598	50.0539	41	0	10	40	40	10	24	2.8561	1.62935	0.941191	-2.77405	1.74928	0.	1.15383e-002	0.999933	0.	1.15383e-002	0.999933	0.	9.91667	0.661111	40.	0	
1.03289	59.1498	42	0	12	43	42	12	27	2.85824	1.70639	0.941191	-2.76084	2.1167	0.	1.48348e-002	0.99989	0.	1.48348e-002	0.99989	0.	11.3333	0.85	40.	0	
1.05011	58.0674	43	0	14	45	45	14	29	2.85988	1.66679	0.941191	-2.74531	2.48371	0.	1.85431e-002	0.999828	0.	1.85431e-002	0.999828	0.	12.75	1.0625	40.	0	
1.06693	59.4448	44	0	17	48	48	17	31	2.85977	1.60004	0.941191	-2.72731	2.85029	0.	2.26631e-002	0.999743	0.	2.26631e-002	0.999743	0.	14.1667	1.29861	40.	0	
1.08389	58.955	45	0	19	51	51	19	34	2.85827	1.58648	0.941191	-2.70668	3.2164	0.	2.71947e-002	0.99963	0.	2.71947e-002	0.99963	0.	15.5833	1.55833	40.	0	
1.09989	62.5103	46	0	21	54	53	21	36	2.85574	1.46214	0.941191	-2.68329	3.58204	0.	3.21376e-002	0.999483	0.	3.21376e-002	0.999483	0.	17.	1.84167	40.	0	
1.11691	58.7699	47	0	23	56	56	23	39	2.85098	1.38488	0.941191	-2.65698	3.94716	0.	3.74915e-002	0.999297	0.	3.74915e-002	0.999297	0.	18.4167	2.14861	40.	0	
